bear_gate,bull_gate,gate_combined,n_trades,tpy,win_pct,expectancy_r,max_losing_streak,profit_factor
recent_trend_payoff_atr_48h<=2.54,distance_from_last_impulse_atr>=2.23,bear[recent_trend_payoff_atr_48h<=2.54]  +  bull[distance_from_last_impulse_atr>=2.23],1549,221.4,0.4358,0.3198,19,1.574
recent_trend_payoff_atr_48h<=0.16,break_impulse_body_atr<=0.64,bear[recent_trend_payoff_atr_48h<=0.16]  +  bull[break_impulse_body_atr<=0.64],1574,225.0,0.4358,0.318,20,1.57
aoi_near_edge_atr<=0.29,recent_trend_payoff_atr_24h<=-0.38,bear[aoi_near_edge_atr<=0.29]  +  bull[recent_trend_payoff_atr_24h<=-0.38],1586,226.7,0.4357,0.3147,14,1.562
aoi_far_edge_atr<=1.99,break_close_location<=0.67,bear[aoi_far_edge_atr<=1.99]  +  bull[break_close_location<=0.67],1547,221.2,0.4357,0.3111,15,1.554
max_retest_penetration_atr<=0.74,signal_candle_opposite_extreme_atr<=0.87,bear[max_retest_penetration_atr<=0.74]  +  bull[signal_candle_opposite_extreme_atr<=0.87],1584,226.4,0.4356,0.3109,16,1.553
htf_pos>=0.78,recent_trend_payoff_atr_24h<=-0.38,bear[htf_pos>=0.78]  +  bull[recent_trend_payoff_atr_24h<=-0.38],1504,215.0,0.4355,0.3146,15,1.562
trend_age_impulses<=5.0,break_impulse_range_atr<=1.14,bear[trend_age_impulses<=5.0]  +  bull[break_impulse_range_atr<=1.14],1759,251.5,0.4355,0.3132,18,1.559
aoi_near_edge_atr<=0.29,aoi_near_edge_atr<=0.32,bear[aoi_near_edge_atr<=0.29]  +  bull[aoi_near_edge_atr<=0.32],1580,225.9,0.4354,0.3086,12,1.548
aoi_far_edge_atr<=1.99,signal_candle_opposite_extreme_atr<=0.87,bear[aoi_far_edge_atr<=1.99]  +  bull[signal_candle_opposite_extreme_atr<=0.87],1966,281.0,0.4354,0.3094,16,1.55
aoi_near_edge_atr<=0.29,distance_from_last_impulse_atr>=0.93,bear[aoi_near_edge_atr<=0.29]  +  bull[distance_from_last_impulse_atr>=0.93],1585,226.6,0.4353,0.3152,15,1.564
htf_range_size_mid_atr>=16.49,aoi_height_atr<=1.12,bear[htf_range_size_mid_atr>=16.49]  +  bull[aoi_height_atr<=1.12],1553,222.0,0.4353,0.3234,15,1.584
htf_range_size_mid_atr>=16.49,signal_candle_opposite_extreme_atr<=0.58,bear[htf_range_size_mid_atr>=16.49]  +  bull[signal_candle_opposite_extreme_atr<=0.58],1546,221.0,0.4353,0.3117,20,1.556
break_impulse_body_atr<=0.59,aoi_midpoint_range_position_high<=0.81,bear[break_impulse_body_atr<=0.59]  +  bull[aoi_midpoint_range_position_high<=0.81],1976,282.5,0.4352,0.3166,20,1.567
htf_pos>=0.78,aoi_near_edge_atr<=0.32,bear[htf_pos>=0.78]  +  bull[aoi_near_edge_atr<=0.32],1498,214.1,0.4352,0.3082,12,1.547
max_retest_penetration_atr<=0.74,break_impulse_body_atr<=0.64,bear[max_retest_penetration_atr<=0.74]  +  bull[break_impulse_body_atr<=0.64],1574,225.0,0.4352,0.3115,15,1.555
aoi_far_edge_atr<=1.99,break_impulse_body_atr<=0.64,bear[aoi_far_edge_atr<=1.99]  +  bull[break_impulse_body_atr<=0.64],1956,279.6,0.4351,0.3098,16,1.551
recent_trend_payoff_atr_48h<=2.54,aoi_midpoint_range_position_mid<=0.43,bear[recent_trend_payoff_atr_48h<=2.54]  +  bull[aoi_midpoint_range_position_mid<=0.43],1549,221.4,0.4351,0.3182,17,1.571
htf_pos>=0.78,distance_from_last_impulse_atr>=0.93,bear[htf_pos>=0.78]  +  bull[distance_from_last_impulse_atr>=0.93],1503,214.9,0.4351,0.3151,18,1.564
trend_age_impulses<=5.0,distance_from_last_impulse_atr<=0.38,bear[trend_age_impulses<=5.0]  +  bull[distance_from_last_impulse_atr<=0.38],1349,192.8,0.4351,0.3134,17,1.56
recent_trend_payoff_atr_48h<=2.54,break_close_location<=0.67,bear[recent_trend_payoff_atr_48h<=2.54]  +  bull[break_close_location<=0.67],1545,220.9,0.435,0.3145,17,1.562
recent_trend_payoff_atr_24h<=1.62,aoi_height_atr<=1.12,bear[recent_trend_payoff_atr_24h<=1.62]  +  bull[aoi_height_atr<=1.12],1554,222.2,0.435,0.3253,13,1.589
recent_trend_payoff_atr_24h<=1.62,signal_candle_opposite_extreme_atr<=0.58,bear[recent_trend_payoff_atr_24h<=1.62]  +  bull[signal_candle_opposite_extreme_atr<=0.58],1547,221.2,0.435,0.3136,15,1.56
htf_range_size_mid_atr>=16.49,break_impulse_body_atr<=0.37,bear[htf_range_size_mid_atr>=16.49]  +  bull[break_impulse_body_atr<=0.37],1543,220.6,0.4349,0.3104,18,1.553
trend_age_impulses<=5.0,aoi_far_edge_atr<=1.43,bear[trend_age_impulses<=5.0]  +  bull[aoi_far_edge_atr<=1.43],1352,193.3,0.4349,0.3176,12,1.571
recent_trend_payoff_atr_48h<=2.54,signal_candle_opposite_extreme_atr<=0.87,bear[recent_trend_payoff_atr_48h<=2.54]  +  bull[signal_candle_opposite_extreme_atr<=0.87],1964,280.8,0.4348,0.3121,23,1.557
trend_age_impulses<=5.0,recent_trend_payoff_atr_48h<=-3.34,bear[trend_age_impulses<=5.0]  +  bull[recent_trend_payoff_atr_48h<=-3.34],1350,193.0,0.4348,0.3191,14,1.574
recent_trend_payoff_atr_24h<=1.62,break_impulse_body_atr<=0.37,bear[recent_trend_payoff_atr_24h<=1.62]  +  bull[break_impulse_body_atr<=0.37],1544,220.7,0.4346,0.3123,16,1.557
trend_age_impulses<=5.0,aoi_last_reaction_strength>=0.84,bear[trend_age_impulses<=5.0]  +  bull[aoi_last_reaction_strength>=0.84],1270,181.6,0.4346,0.3182,12,1.571
recent_trend_payoff_atr_48h<=2.54,break_impulse_body_atr<=0.64,bear[recent_trend_payoff_atr_48h<=2.54]  +  bull[break_impulse_body_atr<=0.64],1954,279.3,0.4345,0.3125,24,1.558
aoi_touch_count_since_creation<=6.0,recent_trend_payoff_atr_24h<=-0.38,bear[aoi_touch_count_since_creation<=6.0]  +  bull[recent_trend_payoff_atr_24h<=-0.38],2033,290.6,0.4343,0.3153,14,1.565
htf_range_size_mid_atr>=20.14,recent_trend_payoff_atr_24h<=-0.38,bear[htf_range_size_mid_atr>=20.14]  +  bull[recent_trend_payoff_atr_24h<=-0.38],1575,225.2,0.4343,0.3147,18,1.563
trend_age_impulses<=5.0,break_impulse_range_atr<=0.83,bear[trend_age_impulses<=5.0]  +  bull[break_impulse_range_atr<=0.83],1345,192.3,0.4342,0.3106,19,1.554
aoi_touch_count_since_creation<=6.0,aoi_near_edge_atr<=0.32,bear[aoi_touch_count_since_creation<=6.0]  +  bull[aoi_near_edge_atr<=0.32],2027,289.8,0.4341,0.3106,12,1.554
aoi_touch_count_since_creation<=6.0,distance_from_last_impulse_atr>=0.93,bear[aoi_touch_count_since_creation<=6.0]  +  bull[distance_from_last_impulse_atr>=0.93],2032,290.5,0.4341,0.3157,13,1.566
htf_range_size_mid_atr>=16.49,break_impulse_range_atr<=1.14,bear[htf_range_size_mid_atr>=16.49]  +  bull[break_impulse_range_atr<=1.14],1958,279.9,0.4341,0.3075,23,1.547
htf_range_size_mid_atr>=16.49,aoi_near_edge_atr<=0.14,bear[htf_range_size_mid_atr>=16.49]  +  bull[aoi_near_edge_atr<=0.14],1541,220.3,0.4341,0.3096,18,1.551
trend_age_impulses<=5.0,distance_from_last_impulse_atr>=2.23,bear[trend_age_impulses<=5.0]  +  bull[distance_from_last_impulse_atr>=2.23],1350,193.0,0.4341,0.3145,14,1.563
htf_range_size_mid_atr>=20.14,aoi_near_edge_atr<=0.32,bear[htf_range_size_mid_atr>=20.14]  +  bull[aoi_near_edge_atr<=0.32],1569,224.3,0.434,0.3086,16,1.549
htf_range_size_mid_atr>=20.14,distance_from_last_impulse_atr>=0.93,bear[htf_range_size_mid_atr>=20.14]  +  bull[distance_from_last_impulse_atr>=0.93],1574,225.0,0.4339,0.3152,17,1.565
recent_trend_payoff_atr_24h<=1.62,break_impulse_range_atr<=1.14,bear[recent_trend_payoff_atr_24h<=1.62]  +  bull[break_impulse_range_atr<=1.14],1959,280.0,0.4339,0.309,16,1.55
recent_trend_payoff_atr_24h<=1.62,aoi_near_edge_atr<=0.14,bear[recent_trend_payoff_atr_24h<=1.62]  +  bull[aoi_near_edge_atr<=0.14],1542,220.4,0.4339,0.3115,15,1.556
aoi_near_edge_atr<=0.29,aoi_midpoint_range_position_high<=0.81,bear[aoi_near_edge_atr<=0.29]  +  bull[aoi_midpoint_range_position_high<=0.81],1985,283.8,0.4338,0.3113,18,1.556
htf_pos>=0.78,aoi_midpoint_range_position_high<=0.81,bear[htf_pos>=0.78]  +  bull[aoi_midpoint_range_position_high<=0.81],1903,272.0,0.4335,0.3111,17,1.555
htf_range_size_mid_atr>=16.49,distance_from_last_impulse_atr<=0.38,bear[htf_range_size_mid_atr>=16.49]  +  bull[distance_from_last_impulse_atr<=0.38],1548,221.3,0.4335,0.3062,18,1.544
trend_age_impulses<=5.0,signal_candle_opposite_extreme_atr<=0.87,bear[trend_age_impulses<=5.0]  +  bull[signal_candle_opposite_extreme_atr<=0.87],1765,252.3,0.4334,0.3072,20,1.546
htf_range_size_mid_atr>=16.49,aoi_far_edge_atr<=1.43,bear[htf_range_size_mid_atr>=16.49]  +  bull[aoi_far_edge_atr<=1.43],1551,221.7,0.4333,0.3099,17,1.553
trend_age_impulses<=5.0,aoi_midpoint_range_position_mid<=0.43,bear[trend_age_impulses<=5.0]  +  bull[aoi_midpoint_range_position_mid<=0.43],1350,193.0,0.4333,0.3127,16,1.56
htf_range_size_mid_atr>=16.49,recent_trend_payoff_atr_48h<=-3.34,bear[htf_range_size_mid_atr>=16.49]  +  bull[recent_trend_payoff_atr_48h<=-3.34],1549,221.4,0.4332,0.3112,20,1.556
recent_trend_payoff_atr_24h<=1.62,distance_from_last_impulse_atr<=0.38,bear[recent_trend_payoff_atr_24h<=1.62]  +  bull[distance_from_last_impulse_atr<=0.38],1549,221.4,0.4332,0.308,16,1.548
break_impulse_range_atr<=0.97,recent_trend_payoff_atr_24h<=-0.38,bear[break_impulse_range_atr<=0.97]  +  bull[recent_trend_payoff_atr_24h<=-0.38],1570,224.4,0.4331,0.3091,14,1.551
trend_age_impulses<=5.0,break_close_location<=0.67,bear[trend_age_impulses<=5.0]  +  bull[break_close_location<=0.67],1346,192.4,0.4331,0.3085,14,1.55
aoi_touch_count_since_creation<=6.0,aoi_midpoint_range_position_high<=0.81,bear[aoi_touch_count_since_creation<=6.0]  +  bull[aoi_midpoint_range_position_high<=0.81],2432,347.7,0.433,0.3124,14,1.559
recent_trend_payoff_atr_24h<=1.62,aoi_far_edge_atr<=1.43,bear[recent_trend_payoff_atr_24h<=1.62]  +  bull[aoi_far_edge_atr<=1.43],1552,221.9,0.433,0.3118,13,1.558
trend_age_impulses<=5.0,break_impulse_body_atr<=0.64,bear[trend_age_impulses<=5.0]  +  bull[break_impulse_body_atr<=0.64],1755,250.9,0.433,0.3077,21,1.548
break_impulse_range_atr<=0.97,aoi_near_edge_atr<=0.32,bear[break_impulse_range_atr<=0.97]  +  bull[aoi_near_edge_atr<=0.32],1564,223.6,0.4329,0.3029,12,1.537
htf_range_size_mid_atr>=16.49,aoi_last_reaction_strength>=0.84,bear[htf_range_size_mid_atr>=16.49]  +  bull[aoi_last_reaction_strength>=0.84],1469,210.0,0.4329,0.31,19,1.553
recent_trend_payoff_atr_24h<=1.62,recent_trend_payoff_atr_48h<=-3.34,bear[recent_trend_payoff_atr_24h<=1.62]  +  bull[recent_trend_payoff_atr_48h<=-3.34],1550,221.6,0.4329,0.313,15,1.56
break_impulse_range_atr<=0.97,distance_from_last_impulse_atr>=0.93,bear[break_impulse_range_atr<=0.97]  +  bull[distance_from_last_impulse_atr>=0.93],1569,224.3,0.4328,0.3096,17,1.552
recent_trend_payoff_atr_48h<=0.16,recent_trend_payoff_atr_24h<=-0.38,bear[recent_trend_payoff_atr_48h<=0.16]  +  bull[recent_trend_payoff_atr_24h<=-0.38],1576,225.3,0.4327,0.3138,15,1.562
recent_trend_payoff_atr_24h<=1.62,aoi_last_reaction_strength>=0.84,bear[recent_trend_payoff_atr_24h<=1.62]  +  bull[aoi_last_reaction_strength>=0.84],1470,210.1,0.4327,0.312,12,1.557
aoi_far_edge_atr<=1.99,recent_trend_payoff_atr_24h<=-0.38,bear[aoi_far_edge_atr<=1.99]  +  bull[recent_trend_payoff_atr_24h<=-0.38],1958,279.9,0.4326,0.3064,18,1.545
htf_range_size_mid_atr>=20.14,aoi_midpoint_range_position_high<=0.81,bear[htf_range_size_mid_atr>=20.14]  +  bull[aoi_midpoint_range_position_high<=0.81],1974,282.2,0.4326,0.3113,20,1.556
htf_range_size_mid_atr>=16.49,break_impulse_range_atr<=0.83,bear[htf_range_size_mid_atr>=16.49]  +  bull[break_impulse_range_atr<=0.83],1544,220.7,0.4326,0.3037,18,1.539
recent_trend_payoff_atr_48h<=0.16,aoi_near_edge_atr<=0.32,bear[recent_trend_payoff_atr_48h<=0.16]  +  bull[aoi_near_edge_atr<=0.32],1570,224.4,0.4325,0.3076,14,1.548
htf_range_size_mid_atr>=16.49,distance_from_last_impulse_atr>=2.23,bear[htf_range_size_mid_atr>=16.49]  +  bull[distance_from_last_impulse_atr>=2.23],1549,221.4,0.4325,0.3072,21,1.547
aoi_far_edge_atr<=1.99,aoi_near_edge_atr<=0.32,bear[aoi_far_edge_atr<=1.99]  +  bull[aoi_near_edge_atr<=0.32],1952,279.0,0.4324,0.3014,15,1.534
recent_trend_payoff_atr_48h<=0.16,distance_from_last_impulse_atr>=0.93,bear[recent_trend_payoff_atr_48h<=0.16]  +  bull[distance_from_last_impulse_atr>=0.93],1575,225.2,0.4324,0.3143,16,1.563
recent_trend_payoff_atr_24h<=1.62,break_impulse_range_atr<=0.83,bear[recent_trend_payoff_atr_24h<=1.62]  +  bull[break_impulse_range_atr<=0.83],1545,220.9,0.4324,0.3056,15,1.543
aoi_far_edge_atr<=1.99,distance_from_last_impulse_atr>=0.93,bear[aoi_far_edge_atr<=1.99]  +  bull[distance_from_last_impulse_atr>=0.93],1957,279.8,0.4323,0.3068,20,1.546
htf_range_size_mid_atr>=16.49,signal_candle_opposite_extreme_atr<=0.87,bear[htf_range_size_mid_atr>=16.49]  +  bull[signal_candle_opposite_extreme_atr<=0.87],1964,280.8,0.4323,0.3022,22,1.536
recent_trend_payoff_atr_24h<=1.62,distance_from_last_impulse_atr>=2.23,bear[recent_trend_payoff_atr_24h<=1.62]  +  bull[distance_from_last_impulse_atr>=2.23],1550,221.6,0.4323,0.3091,12,1.551
max_retest_penetration_atr<=0.74,recent_trend_payoff_atr_24h<=-0.38,bear[max_retest_penetration_atr<=0.74]  +  bull[recent_trend_payoff_atr_24h<=-0.38],1576,225.3,0.4321,0.3072,16,1.547
recent_trend_payoff_atr_24h<=1.62,signal_candle_opposite_extreme_atr<=0.87,bear[recent_trend_payoff_atr_24h<=1.62]  +  bull[signal_candle_opposite_extreme_atr<=0.87],1965,280.9,0.4321,0.3036,15,1.539
recent_trend_payoff_atr_48h<=2.54,recent_trend_payoff_atr_24h<=-0.38,bear[recent_trend_payoff_atr_48h<=2.54]  +  bull[recent_trend_payoff_atr_24h<=-0.38],1956,279.6,0.432,0.3091,18,1.552
htf_range_size_mid_atr>=16.49,break_impulse_body_atr<=0.64,bear[htf_range_size_mid_atr>=16.49]  +  bull[break_impulse_body_atr<=0.64],1954,279.3,0.4319,0.3025,21,1.537
htf_range_size_mid_atr>=16.49,aoi_midpoint_range_position_mid<=0.43,bear[htf_range_size_mid_atr>=16.49]  +  bull[aoi_midpoint_range_position_mid<=0.43],1549,221.4,0.4319,0.3056,19,1.544
recent_trend_payoff_atr_48h<=2.54,aoi_near_edge_atr<=0.32,bear[recent_trend_payoff_atr_48h<=2.54]  +  bull[aoi_near_edge_atr<=0.32],1950,278.8,0.4318,0.3042,17,1.54
max_retest_penetration_atr<=0.74,aoi_near_edge_atr<=0.32,bear[max_retest_penetration_atr<=0.74]  +  bull[aoi_near_edge_atr<=0.32],1570,224.4,0.4318,0.3011,14,1.533
recent_trend_payoff_atr_48h<=2.54,distance_from_last_impulse_atr>=0.93,bear[recent_trend_payoff_atr_48h<=2.54]  +  bull[distance_from_last_impulse_atr>=0.93],1955,279.5,0.4317,0.3095,21,1.553
break_impulse_range_atr<=0.97,aoi_midpoint_range_position_high<=0.81,bear[break_impulse_range_atr<=0.97]  +  bull[aoi_midpoint_range_position_high<=0.81],1969,281.5,0.4317,0.3068,18,1.546
htf_range_size_mid_atr>=16.49,break_close_location<=0.67,bear[htf_range_size_mid_atr>=16.49]  +  bull[break_close_location<=0.67],1545,220.9,0.4317,0.3019,19,1.535
max_retest_penetration_atr<=0.74,distance_from_last_impulse_atr>=0.93,bear[max_retest_penetration_atr<=0.74]  +  bull[distance_from_last_impulse_atr>=0.93],1575,225.2,0.4317,0.3077,15,1.549
recent_trend_payoff_atr_24h<=1.62,break_impulse_body_atr<=0.64,bear[recent_trend_payoff_atr_24h<=1.62]  +  bull[break_impulse_body_atr<=0.64],1955,279.5,0.4317,0.304,16,1.54
recent_trend_payoff_atr_24h<=1.62,aoi_midpoint_range_position_mid<=0.43,bear[recent_trend_payoff_atr_24h<=1.62]  +  bull[aoi_midpoint_range_position_mid<=0.43],1550,221.6,0.4316,0.3075,16,1.548
aoi_far_edge_atr<=1.99,aoi_midpoint_range_position_high<=0.81,bear[aoi_far_edge_atr<=1.99]  +  bull[aoi_midpoint_range_position_high<=0.81],2357,336.9,0.4315,0.3049,20,1.542
recent_trend_payoff_atr_48h<=0.16,aoi_midpoint_range_position_high<=0.81,bear[recent_trend_payoff_atr_48h<=0.16]  +  bull[aoi_midpoint_range_position_high<=0.81],1975,282.3,0.4314,0.3105,17,1.555
recent_trend_payoff_atr_24h<=1.62,break_close_location<=0.67,bear[recent_trend_payoff_atr_24h<=1.62]  +  bull[break_close_location<=0.67],1546,221.0,0.4314,0.3038,12,1.54
recent_trend_payoff_atr_48h<=2.54,aoi_midpoint_range_position_high<=0.81,bear[recent_trend_payoff_atr_48h<=2.54]  +  bull[aoi_midpoint_range_position_high<=0.81],2355,336.7,0.431,0.3072,20,1.548
max_retest_penetration_atr<=0.74,aoi_midpoint_range_position_high<=0.81,bear[max_retest_penetration_atr<=0.74]  +  bull[aoi_midpoint_range_position_high<=0.81],1975,282.3,0.4309,0.3053,18,1.544
trend_age_impulses<=5.0,recent_trend_payoff_atr_24h<=-0.38,bear[trend_age_impulses<=5.0]  +  bull[recent_trend_payoff_atr_24h<=-0.38],1757,251.2,0.4303,0.3039,13,1.541
trend_age_impulses<=5.0,aoi_near_edge_atr<=0.32,bear[trend_age_impulses<=5.0]  +  bull[aoi_near_edge_atr<=0.32],1751,250.3,0.43,0.2983,14,1.528
trend_age_impulses<=5.0,distance_from_last_impulse_atr>=0.93,bear[trend_age_impulses<=5.0]  +  bull[distance_from_last_impulse_atr>=0.93],1756,251.0,0.43,0.3043,12,1.542
trend_age_impulses<=5.0,aoi_midpoint_range_position_high<=0.81,bear[trend_age_impulses<=5.0]  +  bull[aoi_midpoint_range_position_high<=0.81],2156,308.2,0.4295,0.3027,15,1.539
htf_range_size_mid_atr>=16.49,recent_trend_payoff_atr_24h<=-0.38,bear[htf_range_size_mid_atr>=16.49]  +  bull[recent_trend_payoff_atr_24h<=-0.38],1956,279.6,0.4294,0.2991,22,1.531
htf_range_size_mid_atr>=16.49,aoi_near_edge_atr<=0.32,bear[htf_range_size_mid_atr>=16.49]  +  bull[aoi_near_edge_atr<=0.32],1950,278.8,0.4292,0.2942,20,1.519
htf_range_size_mid_atr>=16.49,distance_from_last_impulse_atr>=0.93,bear[htf_range_size_mid_atr>=16.49]  +  bull[distance_from_last_impulse_atr>=0.93],1955,279.5,0.4292,0.2995,20,1.532
recent_trend_payoff_atr_24h<=1.62,recent_trend_payoff_atr_24h<=-0.38,bear[recent_trend_payoff_atr_24h<=1.62]  +  bull[recent_trend_payoff_atr_24h<=-0.38],1957,279.8,0.4292,0.3006,13,1.534
recent_trend_payoff_atr_24h<=1.62,aoi_near_edge_atr<=0.32,bear[recent_trend_payoff_atr_24h<=1.62]  +  bull[aoi_near_edge_atr<=0.32],1951,278.9,0.429,0.2956,16,1.523
htf_range_size_mid_atr>=16.49,aoi_midpoint_range_position_high<=0.81,bear[htf_range_size_mid_atr>=16.49]  +  bull[aoi_midpoint_range_position_high<=0.81],2355,336.7,0.4289,0.2989,24,1.53
recent_trend_payoff_atr_24h<=1.62,distance_from_last_impulse_atr>=0.93,bear[recent_trend_payoff_atr_24h<=1.62]  +  bull[distance_from_last_impulse_atr>=0.93],1956,279.6,0.4289,0.301,15,1.535
recent_trend_payoff_atr_24h<=1.62,aoi_midpoint_range_position_high<=0.81,bear[recent_trend_payoff_atr_24h<=1.62]  +  bull[aoi_midpoint_range_position_high<=0.81],2356,336.8,0.4287,0.3001,13,1.533
