seed,sl_model,rr_multiple,symbol,window_name,hours_kept,n_hours,n_trades,trades_per_year,win_pct,sl_pct,timeout_pct,expectancy_r,max_losing_streak,profit_factor
ATR1,SL_ATR_1_0,2.0,GBPAUD,best_7h,"[4, 5, 6, 12, 14, 15, 23]",7,243,34.7,0.3827,0.6173,0.0,0.1481,10,1.24
ATR1,SL_ATR_1_0,2.0,GBPAUD,best_8h,"[4, 5, 6, 8, 12, 14, 15, 23]",8,271,38.7,0.3764,0.6236,0.0,0.1292,8,1.207
ATR1,SL_ATR_1_0,2.0,GBPAUD,excl_16worst,"[4, 5, 6, 8, 12, 14, 15, 23]",8,271,38.7,0.3764,0.6236,0.0,0.1292,8,1.207
ATR1,SL_ATR_1_0,2.0,GBPAUD,best_9h,"[3, 4, 5, 6, 8, 12, 14, 15, 23]",9,293,41.9,0.372,0.628,0.0,0.116,9,1.185
ATR1,SL_ATR_1_0,2.0,GBPAUD,excl_15worst,"[3, 4, 5, 6, 8, 12, 14, 15, 23]",9,293,41.9,0.372,0.628,0.0,0.116,9,1.185
ATR1,SL_ATR_1_0,2.0,GBPAUD,best_10h,"[3, 4, 5, 6, 8, 12, 14, 15, 18, 23]",10,325,46.5,0.3662,0.6338,0.0,0.0985,10,1.155
ATR1,SL_ATR_1_0,2.0,GBPCAD,best_5h,"[2, 4, 5, 9, 19]",5,123,17.6,0.4634,0.5366,0.0,0.3902,10,1.727
ATR1,SL_ATR_1_0,2.0,GBPCAD,best_6h,"[2, 4, 5, 8, 9, 19]",6,156,22.3,0.4423,0.5577,0.0,0.3269,6,1.586
ATR1,SL_ATR_1_0,2.0,GBPCAD,best_7h,"[2, 4, 5, 8, 9, 11, 19]",7,195,27.9,0.4256,0.5744,0.0,0.2769,8,1.482
ATR1,SL_ATR_1_0,2.0,GBPCAD,best_8h,"[2, 4, 5, 8, 9, 11, 19, 23]",8,212,30.3,0.4198,0.5802,0.0,0.2594,9,1.447
ATR1,SL_ATR_1_0,2.0,GBPCAD,excl_16worst,"[2, 4, 5, 8, 9, 11, 19, 23]",8,212,30.3,0.4198,0.5802,0.0,0.2594,9,1.447
ATR1,SL_ATR_1_0,2.0,GBPCAD,h02+5h,"[2, 3, 4, 5, 6]",5,114,16.3,0.4123,0.5877,0.0,0.2368,9,1.403
ATR1,SL_ATR_1_0,2.0,GBPCAD,best_9h,"[2, 4, 5, 8, 9, 11, 14, 19, 23]",9,266,38.0,0.4023,0.5977,0.0,0.2068,8,1.346
ATR1,SL_ATR_1_0,2.0,GBPCAD,excl_15worst,"[2, 4, 5, 8, 9, 11, 14, 19, 23]",9,266,38.0,0.4023,0.5977,0.0,0.2068,8,1.346
ATR1,SL_ATR_1_0,2.0,GBPCAD,best_10h,"[2, 4, 5, 8, 9, 11, 14, 19, 20, 23]",10,290,41.5,0.3966,0.6034,0.0,0.1897,8,1.314
ATR1,SL_ATR_1_0,2.0,GBPCAD,excl_14worst,"[2, 4, 5, 8, 9, 11, 14, 19, 20, 23]",10,290,41.5,0.3966,0.6034,0.0,0.1897,8,1.314
ATR1,SL_ATR_1_0,2.0,GBPCHF,best_4h,"[5, 7, 9, 13]",4,138,19.7,0.4493,0.5507,0.0,0.3478,7,1.632
ATR1,SL_ATR_1_0,2.0,GBPCHF,best_5h,"[5, 7, 9, 13, 22]",5,175,25.0,0.44,0.56,0.0,0.32,11,1.571
ATR1,SL_ATR_1_0,2.0,GBPCHF,best_6h,"[5, 7, 8, 9, 13, 22]",6,205,29.3,0.4341,0.5659,0.0,0.3024,10,1.534
ATR1,SL_ATR_1_0,2.0,GBPCHF,best_7h,"[5, 7, 8, 9, 13, 22, 23]",7,235,33.6,0.4298,0.5702,0.0,0.2894,11,1.507
ATR1,SL_ATR_1_0,2.0,GBPCHF,best_8h,"[5, 7, 8, 9, 13, 18, 22, 23]",8,265,37.9,0.4226,0.5774,0.0,0.2679,10,1.464
ATR1,SL_ATR_1_0,2.0,GBPCHF,excl_16worst,"[5, 7, 8, 9, 13, 18, 22, 23]",8,265,37.9,0.4226,0.5774,0.0,0.2679,10,1.464
ATR1,SL_ATR_1_0,2.0,GBPCHF,best_9h,"[2, 5, 7, 8, 9, 13, 18, 22, 23]",9,291,41.6,0.4158,0.5842,0.0,0.2474,12,1.424
ATR1,SL_ATR_1_0,2.0,GBPCHF,excl_15worst,"[2, 5, 7, 8, 9, 13, 18, 22, 23]",9,291,41.6,0.4158,0.5842,0.0,0.2474,12,1.424
ATR1,SL_ATR_1_0,2.0,GBPCHF,best_10h,"[2, 3, 5, 7, 8, 9, 13, 18, 22, 23]",10,312,44.6,0.4103,0.5897,0.0,0.2308,13,1.391
ATR1,SL_ATR_1_0,2.0,GBPCHF,excl_14worst,"[2, 3, 5, 7, 8, 9, 13, 18, 22, 23]",10,312,44.6,0.4103,0.5897,0.0,0.2308,13,1.391
ATR1,SL_ATR_1_0,2.0,GBPJPY,best_4h,"[6, 7, 14, 20]",4,115,16.4,0.4696,0.5304,0.0,0.4087,7,1.77
ATR1,SL_ATR_1_0,2.0,GBPJPY,best_5h,"[6, 7, 14, 17, 20]",5,132,18.9,0.4621,0.5379,0.0,0.3864,9,1.718
ATR1,SL_ATR_1_0,2.0,GBPJPY,best_6h,"[2, 6, 7, 14, 17, 20]",6,159,22.7,0.4528,0.5472,0.0,0.3585,11,1.655
ATR1,SL_ATR_1_0,2.0,GBPJPY,best_7h,"[2, 4, 6, 7, 14, 17, 20]",7,174,24.9,0.4483,0.5517,0.0,0.3448,8,1.625
ATR1,SL_ATR_1_0,2.0,GBPJPY,best_8h,"[1, 2, 4, 6, 7, 14, 17, 20]",8,207,29.6,0.4396,0.5604,0.0,0.3188,10,1.569
ATR1,SL_ATR_1_0,2.0,GBPJPY,excl_16worst,"[1, 2, 4, 6, 7, 14, 17, 20]",8,207,29.6,0.4396,0.5604,0.0,0.3188,10,1.569
ATR1,SL_ATR_1_0,2.0,GBPJPY,best_9h,"[1, 2, 4, 6, 7, 13, 14, 17, 20]",9,240,34.3,0.4333,0.5667,0.0,0.3,10,1.529
ATR1,SL_ATR_1_0,2.0,GBPJPY,excl_15worst,"[1, 2, 4, 6, 7, 13, 14, 17, 20]",9,240,34.3,0.4333,0.5667,0.0,0.3,10,1.529
ATR1,SL_ATR_1_0,2.0,GBPJPY,best_10h,"[1, 2, 4, 6, 7, 10, 13, 14, 17, 20]",10,268,38.3,0.4291,0.5709,0.0,0.2873,11,1.503
ATR1,SL_ATR_1_0,2.0,GBPJPY,excl_14worst,"[1, 2, 4, 6, 7, 10, 13, 14, 17, 20]",10,268,38.3,0.4291,0.5709,0.0,0.2873,11,1.503
ATR1,SL_ATR_1_0,2.0,GBPNZD,best_4h,"[5, 7, 20, 23]",4,119,17.0,0.4286,0.5714,0.0,0.2857,8,1.5
ATR1,SL_ATR_1_0,2.0,GBPNZD,best_5h,"[5, 7, 10, 20, 23]",5,153,21.9,0.4248,0.5752,0.0,0.2745,8,1.477
ATR1,SL_ATR_1_0,2.0,GBPNZD,best_6h,"[1, 5, 7, 10, 20, 23]",6,192,27.4,0.4219,0.5781,0.0,0.2656,8,1.459
ATR1,SL_ATR_1_0,2.0,GBPNZD,best_7h,"[1, 5, 7, 8, 10, 20, 23]",7,224,32.0,0.4196,0.5804,0.0,0.2589,9,1.446
ATR1,SL_ATR_1_0,2.0,GBPNZD,best_8h,"[1, 5, 7, 8, 9, 10, 20, 23]",8,256,36.6,0.418,0.582,0.0,0.2539,12,1.436
ATR1,SL_ATR_1_0,2.0,GBPNZD,excl_16worst,"[1, 5, 7, 8, 9, 10, 20, 23]",8,256,36.6,0.418,0.582,0.0,0.2539,12,1.436
ATR1,SL_ATR_1_0,2.0,GBPNZD,best_9h,"[1, 5, 7, 8, 9, 10, 17, 20, 23]",9,282,40.3,0.4149,0.5851,0.0,0.2447,13,1.418
ATR1,SL_ATR_1_0,2.0,GBPNZD,excl_15worst,"[1, 5, 7, 8, 9, 10, 17, 20, 23]",9,282,40.3,0.4149,0.5851,0.0,0.2447,13,1.418
ATR1,SL_ATR_1_0,2.0,GBPNZD,h07+4h,"[7, 8, 9, 10]",4,138,19.7,0.413,0.587,0.0,0.2391,11,1.407
ATR1,SL_ATR_1_0,2.0,GBPNZD,best_10h,"[1, 5, 7, 8, 9, 10, 15, 17, 20, 23]",10,317,45.3,0.4101,0.5899,0.0,0.2303,11,1.39
ATR1,SL_ATR_1_0,2.0,GBPUSD,best_4h,"[14, 15, 16, 22]",4,117,16.7,0.4701,0.5299,0.0,0.4103,7,1.774
ATR1,SL_ATR_1_0,2.0,GBPUSD,best_5h,"[14, 15, 16, 22, 23]",5,136,19.4,0.4632,0.5368,0.0,0.3897,7,1.726
ATR1,SL_ATR_1_0,2.0,GBPUSD,best_6h,"[0, 14, 15, 16, 22, 23]",6,160,22.9,0.4562,0.5437,0.0,0.3688,7,1.678
ATR1,SL_ATR_1_0,2.0,GBPUSD,best_7h,"[0, 12, 14, 15, 16, 22, 23]",7,192,27.4,0.4479,0.5521,0.0,0.3438,9,1.623
ATR1,SL_ATR_1_0,2.0,GBPUSD,best_8h,"[0, 4, 12, 14, 15, 16, 22, 23]",8,210,30.0,0.4429,0.5571,0.0,0.3286,11,1.59
ATR1,SL_ATR_1_0,2.0,GBPUSD,excl_16worst,"[0, 4, 12, 14, 15, 16, 22, 23]",8,210,30.0,0.4429,0.5571,0.0,0.3286,11,1.59
ATR1,SL_ATR_1_0,2.0,GBPUSD,h14+4h,"[14, 15, 16, 17]",4,114,16.3,0.4386,0.5614,0.0,0.3158,6,1.562
ATR1,SL_ATR_1_0,2.0,GBPUSD,h13+4h,"[13, 14, 15, 16]",4,128,18.3,0.4375,0.5625,0.0,0.3125,7,1.556
ATR1,SL_ATR_1_0,2.0,GBPUSD,best_9h,"[0, 4, 10, 12, 14, 15, 16, 22, 23]",9,241,34.5,0.4357,0.5643,0.0,0.3071,8,1.544
ATR1,SL_ATR_1_0,2.0,GBPUSD,excl_15worst,"[0, 4, 10, 12, 14, 15, 16, 22, 23]",9,241,34.5,0.4357,0.5643,0.0,0.3071,8,1.544
ATR1,SL_ATR_1_0,2.0,NZDCAD,best_4h,"[1, 3, 8, 20]",4,115,16.4,0.4174,0.5826,0.0,0.2522,8,1.433
ATR1,SL_ATR_1_0,2.0,NZDCAD,best_5h,"[1, 3, 7, 8, 20]",5,145,20.7,0.4069,0.5931,0.0,0.2207,9,1.372
ATR1,SL_ATR_1_0,2.0,NZDCAD,best_6h,"[1, 2, 3, 7, 8, 20]",6,181,25.9,0.3978,0.6022,0.0,0.1934,10,1.321
ATR1,SL_ATR_1_0,2.0,NZDCAD,h00+3h,"[0, 1, 2]",3,116,16.6,0.3966,0.6034,0.0,0.1897,10,1.314
ATR1,SL_ATR_1_0,2.0,NZDCAD,h00+4h,"[0, 1, 2, 3]",4,134,19.2,0.3955,0.6045,0.0,0.1866,12,1.309
ATR1,SL_ATR_1_0,2.0,NZDCAD,h01+4h,"[1, 2, 3, 4]",4,120,17.2,0.3917,0.6083,0.0,0.175,7,1.288
ATR1,SL_ATR_1_0,2.0,NZDCAD,best_7h,"[1, 2, 3, 7, 8, 20, 21]",7,220,31.5,0.3909,0.6091,0.0,0.1727,8,1.284
ATR1,SL_ATR_1_0,2.0,NZDCAD,best_8h,"[1, 2, 3, 7, 8, 16, 20, 21]",8,248,35.5,0.3871,0.6129,0.0,0.1613,9,1.263
ATR1,SL_ATR_1_0,2.0,NZDCAD,excl_16worst,"[1, 2, 3, 7, 8, 16, 20, 21]",8,248,35.5,0.3871,0.6129,0.0,0.1613,9,1.263
ATR1,SL_ATR_1_0,2.0,NZDCAD,best_9h,"[0, 1, 2, 3, 7, 8, 16, 20, 21]",9,280,40.0,0.3821,0.6179,0.0,0.1464,12,1.237
ATR1,SL_ATR_1_0,2.0,NZDCHF,best_6h,"[3, 5, 6, 10, 13, 16]",6,117,16.7,0.4359,0.5641,0.0,0.3077,5,1.545
ATR1,SL_ATR_1_0,2.0,NZDCHF,best_7h,"[3, 5, 6, 10, 13, 15, 16]",7,143,20.4,0.4266,0.5734,0.0,0.2797,6,1.488
ATR1,SL_ATR_1_0,2.0,NZDCHF,best_8h,"[3, 5, 6, 10, 12, 13, 15, 16]",8,164,23.4,0.4207,0.5793,0.0,0.2622,8,1.453
ATR1,SL_ATR_1_0,2.0,NZDCHF,excl_16worst,"[3, 5, 6, 10, 12, 13, 15, 16]",8,164,23.4,0.4207,0.5793,0.0,0.2622,8,1.453
ATR1,SL_ATR_1_0,2.0,NZDCHF,best_9h,"[3, 5, 6, 10, 12, 13, 14, 15, 16]",9,181,25.9,0.4144,0.5856,0.0,0.2431,8,1.415
ATR1,SL_ATR_1_0,2.0,NZDCHF,excl_15worst,"[3, 5, 6, 10, 12, 13, 14, 15, 16]",9,181,25.9,0.4144,0.5856,0.0,0.2431,8,1.415
ATR1,SL_ATR_1_0,2.0,NZDCHF,best_10h,"[3, 5, 6, 9, 10, 12, 13, 14, 15, 16]",10,201,28.7,0.408,0.592,0.0,0.2239,8,1.378
ATR1,SL_ATR_1_0,2.0,NZDCHF,excl_14worst,"[3, 5, 6, 9, 10, 12, 13, 14, 15, 16]",10,201,28.7,0.408,0.592,0.0,0.2239,8,1.378
ATR1,SL_ATR_1_0,2.0,NZDCHF,best_11h,"[3, 5, 6, 9, 10, 12, 13, 14, 15, 16, 23]",11,227,32.5,0.4009,0.5991,0.0,0.2026,6,1.338
ATR1,SL_ATR_1_0,2.0,NZDCHF,excl_13worst,"[3, 5, 6, 9, 10, 12, 13, 14, 15, 16, 23]",11,227,32.5,0.4009,0.5991,0.0,0.2026,6,1.338
ATR1,SL_ATR_1_0,2.0,NZDJPY,best_4h,"[2, 5, 21, 22]",4,122,17.4,0.459,0.541,0.0,0.377,8,1.697
ATR1,SL_ATR_1_0,2.0,NZDJPY,best_5h,"[2, 5, 7, 21, 22]",5,147,21.0,0.4558,0.5442,0.0,0.3673,8,1.675
ATR1,SL_ATR_1_0,2.0,NZDJPY,best_6h,"[2, 5, 7, 11, 21, 22]",6,172,24.6,0.4535,0.5465,0.0,0.3605,10,1.66
ATR1,SL_ATR_1_0,2.0,NZDJPY,best_7h,"[2, 5, 7, 11, 19, 21, 22]",7,193,27.6,0.4508,0.5492,0.0,0.3523,10,1.642
ATR1,SL_ATR_1_0,2.0,NZDJPY,best_8h,"[2, 5, 7, 11, 12, 19, 21, 22]",8,219,31.3,0.4475,0.5525,0.0,0.3425,10,1.62
ATR1,SL_ATR_1_0,2.0,NZDJPY,excl_16worst,"[2, 5, 7, 11, 12, 19, 21, 22]",8,219,31.3,0.4475,0.5525,0.0,0.3425,10,1.62
ATR1,SL_ATR_1_0,2.0,NZDJPY,best_9h,"[2, 5, 7, 11, 12, 14, 19, 21, 22]",9,248,35.5,0.4435,0.5565,0.0,0.3306,12,1.594
ATR1,SL_ATR_1_0,2.0,NZDJPY,excl_15worst,"[2, 5, 7, 11, 12, 14, 19, 21, 22]",9,248,35.5,0.4435,0.5565,0.0,0.3306,12,1.594
ATR1,SL_ATR_1_0,2.0,NZDJPY,best_10h,"[2, 5, 7, 11, 12, 13, 14, 19, 21, 22]",10,288,41.2,0.4375,0.5625,0.0,0.3125,13,1.556
ATR1,SL_ATR_1_0,2.0,NZDJPY,excl_14worst,"[2, 5, 7, 11, 12, 13, 14, 19, 21, 22]",10,288,41.2,0.4375,0.5625,0.0,0.3125,13,1.556
ATR1,SL_ATR_1_0,2.0,NZDSGD,best_13h,"[1, 2, 4, 8, 10, 13, 14, 15, 16, 17, 19, 20, 22]",13,108,15.4,0.4537,0.5463,0.0,0.3611,8,1.661
ATR1,SL_ATR_1_0,2.0,NZDSGD,excl_11worst,"[1, 2, 4, 8, 10, 13, 14, 15, 16, 17, 19, 20, 22]",13,108,15.4,0.4537,0.5463,0.0,0.3611,8,1.661
ATR1,SL_ATR_1_0,2.0,NZDSGD,best_14h,"[1, 2, 4, 5, 8, 10, 13, 14, 15, 16, 17, 19, 20, 22]",14,117,16.7,0.4444,0.5556,0.0,0.3333,10,1.6
ATR1,SL_ATR_1_0,2.0,NZDSGD,excl_10worst,"[1, 2, 4, 5, 8, 10, 13, 14, 15, 16, 17, 19, 20, 22]",14,117,16.7,0.4444,0.5556,0.0,0.3333,10,1.6
ATR1,SL_ATR_1_0,2.0,NZDSGD,best_15h,"[1, 2, 4, 5, 8, 10, 12, 13, 14, 15, 16, 17, 19, 20, 22]",15,123,17.6,0.439,0.561,0.0,0.3171,10,1.565
ATR1,SL_ATR_1_0,2.0,NZDSGD,excl_9worst,"[1, 2, 4, 5, 8, 10, 12, 13, 14, 15, 16, 17, 19, 20, 22]",15,123,17.6,0.439,0.561,0.0,0.3171,10,1.565
ATR1,SL_ATR_1_0,2.0,NZDSGD,best_16h,"[1, 2, 4, 5, 6, 8, 10, 12, 13, 14, 15, 16, 17, 19, 20, 22]",16,136,19.4,0.4265,0.5735,0.0,0.2794,12,1.487
ATR1,SL_ATR_1_0,2.0,NZDSGD,excl_8worst,"[1, 2, 4, 5, 6, 8, 10, 12, 13, 14, 15, 16, 17, 19, 20, 22]",16,136,19.4,0.4265,0.5735,0.0,0.2794,12,1.487
ATR1,SL_ATR_1_0,2.0,NZDSGD,best_17h,"[0, 1, 2, 4, 5, 6, 8, 10, 12, 13, 14, 15, 16, 17, 19, 20, 22]",17,146,20.9,0.4178,0.5822,0.0,0.2534,13,1.435
ATR1,SL_ATR_1_0,2.0,NZDSGD,excl_7worst,"[0, 1, 2, 4, 5, 6, 8, 10, 12, 13, 14, 15, 16, 17, 19, 20, 22]",17,146,20.9,0.4178,0.5822,0.0,0.2534,13,1.435
ATR1,SL_ATR_1_0,2.0,NZDUSD,best_5h,"[7, 9, 14, 16, 23]",5,109,15.6,0.4312,0.5688,0.0,0.2936,10,1.516
ATR1,SL_ATR_1_0,2.0,NZDUSD,best_6h,"[0, 7, 9, 14, 16, 23]",6,139,19.9,0.4245,0.5755,0.0,0.2734,9,1.475
ATR1,SL_ATR_1_0,2.0,NZDUSD,best_7h,"[0, 7, 9, 14, 16, 19, 23]",7,162,23.2,0.4198,0.5802,0.0,0.2593,11,1.447
ATR1,SL_ATR_1_0,2.0,NZDUSD,best_8h,"[0, 4, 7, 9, 14, 16, 19, 23]",8,175,25.0,0.4171,0.5829,0.0,0.2514,8,1.431
ATR1,SL_ATR_1_0,2.0,NZDUSD,excl_16worst,"[0, 4, 7, 9, 14, 16, 19, 23]",8,175,25.0,0.4171,0.5829,0.0,0.2514,8,1.431
ATR1,SL_ATR_1_0,2.0,NZDUSD,best_9h,"[0, 4, 7, 9, 14, 16, 19, 22, 23]",9,203,29.0,0.4089,0.5911,0.0,0.2266,9,1.383
ATR1,SL_ATR_1_0,2.0,NZDUSD,excl_15worst,"[0, 4, 7, 9, 14, 16, 19, 22, 23]",9,203,29.0,0.4089,0.5911,0.0,0.2266,9,1.383
ATR1,SL_ATR_1_0,2.0,NZDUSD,best_10h,"[0, 2, 4, 7, 9, 14, 16, 19, 22, 23]",10,239,34.2,0.3975,0.6025,0.0,0.1925,9,1.319
ATR1,SL_ATR_1_0,2.0,NZDUSD,excl_14worst,"[0, 2, 4, 7, 9, 14, 16, 19, 22, 23]",10,239,34.2,0.3975,0.6025,0.0,0.1925,9,1.319
ATR1,SL_ATR_1_0,2.0,NZDUSD,best_11h,"[0, 2, 4, 7, 9, 14, 16, 18, 19, 22, 23]",11,254,36.3,0.3937,0.6063,0.0,0.1811,10,1.299
ATR1,SL_ATR_1_0,2.0,USDCAD,best_5h,"[7, 8, 10, 11, 16]",5,106,15.2,0.3585,0.6415,0.0,0.0755,9,1.118
ATR1,SL_ATR_1_0,2.0,USDCAD,best_6h,"[2, 7, 8, 10, 11, 16]",6,128,18.3,0.3516,0.6484,0.0,0.0547,10,1.084
ATR1,SL_ATR_1_0,2.0,USDCAD,best_7h,"[2, 7, 8, 10, 11, 16, 18]",7,147,21.0,0.3469,0.6531,0.0,0.0408,8,1.062
ATR1,SL_ATR_1_0,2.0,USDCAD,best_8h,"[2, 5, 7, 8, 10, 11, 16, 18]",8,167,23.9,0.3413,0.6587,0.0,0.024,10,1.036
ATR1,SL_ATR_1_0,2.0,USDCAD,excl_16worst,"[2, 5, 7, 8, 10, 11, 16, 18]",8,167,23.9,0.3413,0.6587,0.0,0.024,10,1.036
ATR1,SL_ATR_1_0,2.0,USDCAD,h07+5h,"[7, 8, 9, 10, 11]",5,113,16.2,0.3363,0.6637,0.0,0.0088,8,1.013
ATR1,SL_ATR_1_0,2.0,USDCAD,best_9h,"[2, 5, 7, 8, 10, 11, 13, 16, 18]",9,197,28.2,0.335,0.665,0.0,0.0051,11,1.008
ATR1,SL_ATR_1_0,2.0,USDCAD,excl_15worst,"[2, 5, 7, 8, 10, 11, 13, 16, 18]",9,197,28.2,0.335,0.665,0.0,0.0051,11,1.008
ATR1,SL_ATR_1_0,2.0,USDCHF,best_5h,"[8, 9, 10, 21, 23]",5,114,16.3,0.4474,0.5526,0.0,0.3421,10,1.619
ATR1,SL_ATR_1_0,2.0,USDCHF,best_6h,"[8, 9, 10, 12, 21, 23]",6,135,19.3,0.4444,0.5556,0.0,0.3333,9,1.6
ATR1,SL_ATR_1_0,2.0,USDCHF,best_7h,"[0, 8, 9, 10, 12, 21, 23]",7,157,22.4,0.4395,0.5605,0.0,0.3185,9,1.568
ATR1,SL_ATR_1_0,2.0,USDCHF,best_8h,"[0, 4, 8, 9, 10, 12, 21, 23]",8,167,23.9,0.4371,0.5629,0.0,0.3114,9,1.553
ATR1,SL_ATR_1_0,2.0,USDCHF,excl_16worst,"[0, 4, 8, 9, 10, 12, 21, 23]",8,167,23.9,0.4371,0.5629,0.0,0.3114,9,1.553
ATR1,SL_ATR_1_0,2.0,USDCHF,best_9h,"[0, 4, 8, 9, 10, 12, 21, 22, 23]",9,193,27.6,0.4301,0.5699,0.0,0.2902,9,1.509
ATR1,SL_ATR_1_0,2.0,USDCHF,excl_15worst,"[0, 4, 8, 9, 10, 12, 21, 22, 23]",9,193,27.6,0.4301,0.5699,0.0,0.2902,9,1.509
ATR1,SL_ATR_1_0,2.0,USDCHF,best_10h,"[0, 4, 6, 8, 9, 10, 12, 21, 22, 23]",10,227,32.5,0.4185,0.5815,0.0,0.2555,9,1.439
ATR1,SL_ATR_1_0,2.0,USDCHF,excl_14worst,"[0, 4, 6, 8, 9, 10, 12, 21, 22, 23]",10,227,32.5,0.4185,0.5815,0.0,0.2555,9,1.439
ATR1,SL_ATR_1_0,2.0,USDCHF,h07+4h,"[7, 8, 9, 10]",4,114,16.3,0.4123,0.5877,0.0,0.2368,12,1.403
ATR1,SL_ATR_1_0,2.0,USDJPY,best_6h,"[0, 2, 3, 7, 8, 12]",6,127,18.2,0.5039,0.4961,0.0,0.5118,8,2.032
ATR1,SL_ATR_1_0,2.0,USDJPY,best_7h,"[0, 2, 3, 7, 8, 12, 14]",7,160,22.9,0.4875,0.5125,0.0,0.4625,10,1.902
ATR1,SL_ATR_1_0,2.0,USDJPY,best_8h,"[0, 2, 3, 7, 8, 10, 12, 14]",8,185,26.4,0.4703,0.5297,0.0,0.4108,11,1.776
ATR1,SL_ATR_1_0,2.0,USDJPY,excl_16worst,"[0, 2, 3, 7, 8, 10, 12, 14]",8,185,26.4,0.4703,0.5297,0.0,0.4108,11,1.776
ATR1,SL_ATR_1_0,2.0,USDJPY,best_9h,"[0, 2, 3, 7, 8, 10, 11, 12, 14]",9,205,29.3,0.4585,0.5415,0.0,0.3756,10,1.694
ATR1,SL_ATR_1_0,2.0,USDJPY,excl_15worst,"[0, 2, 3, 7, 8, 10, 11, 12, 14]",9,205,29.3,0.4585,0.5415,0.0,0.3756,10,1.694
ATR1,SL_ATR_1_0,2.0,USDJPY,best_10h,"[0, 2, 3, 6, 7, 8, 10, 11, 12, 14]",10,232,33.2,0.444,0.556,0.0,0.3319,11,1.597
ATR1,SL_ATR_1_0,2.0,USDJPY,excl_14worst,"[0, 2, 3, 6, 7, 8, 10, 11, 12, 14]",10,232,33.2,0.444,0.556,0.0,0.3319,11,1.597
ATR1,SL_ATR_1_0,2.0,USDJPY,best_11h,"[0, 1, 2, 3, 6, 7, 8, 10, 11, 12, 14]",11,266,38.0,0.4286,0.5714,0.0,0.2857,13,1.5
ATR1,SL_ATR_1_0,2.0,USDJPY,excl_13worst,"[0, 1, 2, 3, 6, 7, 8, 10, 11, 12, 14]",11,266,38.0,0.4286,0.5714,0.0,0.2857,13,1.5
