bear_hard,bull_hard,min_dir_score,min_uni_score,avail_bear,avail_bull,avail_uni,bear_features,bull_features,uni_features,bear_win,bear_tpy,bull_win,bull_tpy,n_trades,tpy,win_pct,expectancy_r,max_losing_streak,profit_factor
tc<=3,sbias>=0.2+tc<=5,1,3,4,3,4,near<=0.32|range<=1.14|dist>=0.21|htfsize<=48,opp<=0.87|body<=0.64|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,,,,,507,72.5,0.5266,0.5821,10,2.235
tc<=3,sbias>=0.2+tc<=5,2,3,4,3,4,near<=0.32|range<=1.14|dist>=0.21|htfsize<=48,opp<=0.87|body<=0.64|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,,,,,420,60.0,0.5238,0.5741,8,2.212
tc<=3+dist>=0.21,sbias>=0.2+opp<=0.87,0,3,3,3,4,near<=0.32|range<=1.14|htfsize<=48,body<=0.64|tc<=5|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,,,,,431,61.6,0.522,0.5687,10,2.196
tc<=3,sbias>=0.2,2,3,4,4,4,near<=0.32|range<=1.14|dist>=0.21|htfsize<=48,opp<=0.87|body<=0.64|tc<=5|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,,,,,503,71.9,0.5209,0.5648,9,2.184
tc<=3,sbias>=0.2+opp<=0.87,1,3,4,3,4,near<=0.32|range<=1.14|dist>=0.21|htfsize<=48,body<=0.64|tc<=5|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,,,,,511,73.0,0.5205,0.5638,10,2.181
tc<=3,sbias>=0.2+opp<=0.87,2,3,4,3,4,near<=0.32|range<=1.14|dist>=0.21|htfsize<=48,body<=0.64|tc<=5|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,,,,,440,62.9,0.5205,0.5639,8,2.181
tc<=3,sbias>=0.2+opp<=0.87,0,3,4,3,4,near<=0.32|range<=1.14|dist>=0.21|htfsize<=48,body<=0.64|tc<=5|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,,,,,521,74.5,0.5202,0.5626,10,2.177
tc<=3+dist>=0.21,sbias>=0.2,1,3,3,4,4,near<=0.32|range<=1.14|htfsize<=48,opp<=0.87|body<=0.64|tc<=5|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,,,,,479,68.5,0.5198,0.5723,9,2.208
tc<=3+dist>=0.21,sbias>=0.2+tc<=5,0,3,3,3,4,near<=0.32|range<=1.14|htfsize<=48,opp<=0.87|body<=0.64|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,,,,,437,62.5,0.5195,0.5724,10,2.208
tc<=3,sbias>=0.2,1,3,4,4,4,near<=0.32|range<=1.14|dist>=0.21|htfsize<=48,opp<=0.87|body<=0.64|tc<=5|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,,,,,583,83.3,0.518,0.5646,11,2.184
tc<=3,sbias>=0.2+tc<=5,0,3,4,3,4,near<=0.32|range<=1.14|dist>=0.21|htfsize<=48,opp<=0.87|body<=0.64|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,,,,,527,75.3,0.518,0.5657,10,2.188
tc<=3+dist>=0.21,sbias>=0.2,0,3,3,4,4,near<=0.32|range<=1.14|htfsize<=48,opp<=0.87|body<=0.64|tc<=5|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,,,,,505,72.2,0.5149,0.5567,11,2.162
tc<=3,sbias>=0.2,0,3,4,4,4,near<=0.32|range<=1.14|dist>=0.21|htfsize<=48,opp<=0.87|body<=0.64|tc<=5|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,,,,,595,85.1,0.5143,0.5532,11,2.151
tc<=3+range<=1.14,sbias>=0.2,1,3,3,4,4,near<=0.32|dist>=0.21|htfsize<=48,opp<=0.87|body<=0.64|tc<=5|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,,,,,440,62.9,0.5136,0.5523,8,2.146
tc<=3+range<=1.14,sbias>=0.2,0,3,3,4,4,near<=0.32|dist>=0.21|htfsize<=48,opp<=0.87|body<=0.64|tc<=5|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,,,,,449,64.2,0.5122,0.5479,8,2.134
tc<=3+dist>=0.21,sbias>=0.2+tc<=5,1,2,3,3,4,near<=0.32|range<=1.14|htfsize<=48,opp<=0.87|body<=0.64|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,,,,,492,70.3,0.5102,0.5327,7,2.092
tc<=3+dist>=0.21,sbias>=0.2+tc<=5,1,0,3,3,4,near<=0.32|range<=1.14|htfsize<=48,opp<=0.87|body<=0.64|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,,,,,518,74.1,0.5097,0.5311,7,2.087
tc<=3+dist>=0.21,sbias>=0.2+tc<=5,1,1,3,3,4,near<=0.32|range<=1.14|htfsize<=48,opp<=0.87|body<=0.64|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,,,,,514,73.5,0.5097,0.5313,8,2.088
tc<=3+range<=1.14,sbias>=0.2,2,1,3,4,4,near<=0.32|dist>=0.21|htfsize<=48,opp<=0.87|body<=0.64|tc<=5|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,,,,,499,71.3,0.507,0.521,9,2.057
tc<=3,sbias>=0.2,3,1,4,4,4,near<=0.32|range<=1.14|dist>=0.21|htfsize<=48,opp<=0.87|body<=0.64|tc<=5|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,,,,,433,61.9,0.5058,0.5173,8,2.047
tc<=3+range<=1.14,sbias>=0.2,2,2,3,4,4,near<=0.32|dist>=0.21|htfsize<=48,opp<=0.87|body<=0.64|tc<=5|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,,,,,477,68.2,0.5052,0.5157,10,2.042
tc<=3+range<=1.14,sbias>=0.2,2,0,3,4,4,near<=0.32|dist>=0.21|htfsize<=48,opp<=0.87|body<=0.64|tc<=5|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,,,,,503,71.9,0.505,0.5149,9,2.04
tc<=3,sbias>=0.2,3,0,4,4,4,near<=0.32|range<=1.14|dist>=0.21|htfsize<=48,opp<=0.87|body<=0.64|tc<=5|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,,,,,436,62.3,0.5046,0.5138,8,2.037
tc<=3,sbias>=0.2+tc<=5,1,2,4,3,4,near<=0.32|range<=1.14|dist>=0.21|htfsize<=48,opp<=0.87|body<=0.64|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,0.5123,69.5,,,639,91.3,0.5039,0.5135,12,2.038
tc<=3+dist>=0.21,sbias>=0.2,2,1,3,4,4,near<=0.32|range<=1.14|htfsize<=48,opp<=0.87|body<=0.64|tc<=5|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,,,,,487,69.6,0.5031,0.5092,7,2.025
tc<=3+dist>=0.21,sbias>=0.2+opp<=0.87,1,2,3,3,4,near<=0.32|range<=1.14|htfsize<=48,body<=0.64|tc<=5|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,,,,,505,72.2,0.503,0.5111,8,2.032
tc<=3+range<=1.14,sbias>=0.2+tc<=5,1,1,3,3,4,near<=0.32|dist>=0.21|htfsize<=48,opp<=0.87|body<=0.64|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,,,,,480,68.6,0.5021,0.5062,9,2.017
tc<=3+dist>=0.21,sbias>=0.2,2,0,3,4,4,near<=0.32|range<=1.14|htfsize<=48,opp<=0.87|body<=0.64|tc<=5|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,,,,,490,70.0,0.502,0.5061,7,2.016
tc<=3+dist>=0.21,sbias>=0.2+opp<=0.87,0,2,3,3,4,near<=0.32|range<=1.14|htfsize<=48,body<=0.64|tc<=5|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,,,,,536,76.6,0.5019,0.5077,9,2.023
tc<=3+dist>=0.21,sbias>=0.2+opp<=0.87,1,0,3,3,4,near<=0.32|range<=1.14|htfsize<=48,body<=0.64|tc<=5|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,,,,,526,75.2,0.5019,0.5078,8,2.023
tc<=3,sbias>=0.2+tc<=5,2,0,4,3,4,near<=0.32|range<=1.14|dist>=0.21|htfsize<=48,opp<=0.87|body<=0.64|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,0.5115,62.3,,,548,78.3,0.5018,0.5075,10,2.022
tc<=3+dist>=0.21,sbias>=0.2,2,2,3,4,4,near<=0.32|range<=1.14|htfsize<=48,opp<=0.87|body<=0.64|tc<=5|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,,,,,467,66.8,0.5011,0.5032,8,2.009
tc<=3,sbias>=0.2+tc<=5,2,2,4,3,4,near<=0.32|range<=1.14|dist>=0.21|htfsize<=48,opp<=0.87|body<=0.64|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,,,,,523,74.8,0.501,0.505,10,2.016
tc<=3+dist>=0.21,sbias>=0.2+opp<=0.87,1,1,3,3,4,near<=0.32|range<=1.14|htfsize<=48,body<=0.64|tc<=5|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,,,,,523,74.8,0.501,0.505,8,2.016
tc<=3,sbias>=0.2+tc<=5,2,1,4,3,4,near<=0.32|range<=1.14|dist>=0.21|htfsize<=48,opp<=0.87|body<=0.64|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,0.5104,61.6,,,543,77.6,0.5009,0.5048,10,2.015
tc<=3+dist>=0.21,sbias>=0.2+opp<=0.87,0,0,3,3,4,near<=0.32|range<=1.14|htfsize<=48,body<=0.64|tc<=5|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,,,,,559,79.9,0.5009,0.5047,9,2.015
tc<=3+dist>=0.21,sbias>=0.2+opp<=0.87,0,1,3,3,4,near<=0.32|range<=1.14|htfsize<=48,body<=0.64|tc<=5|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,,,,,556,79.5,0.5,0.502,9,2.008
tc<=3+range<=1.14,sbias>=0.2+tc<=5,1,0,3,3,4,near<=0.32|dist>=0.21|htfsize<=48,opp<=0.87|body<=0.64|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,,,,,484,69.2,0.5,0.5,9,2.0
tc<=3+range<=1.14,sbias>=0.2+tc<=5,1,2,3,3,4,near<=0.32|dist>=0.21|htfsize<=48,opp<=0.87|body<=0.64|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,,,,,460,65.8,0.5,0.5,9,2.0
tc<=3,sbias>=0.2+tc<=5,1,1,4,3,4,near<=0.32|range<=1.14|dist>=0.21|htfsize<=48,opp<=0.87|body<=0.64|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,0.5069,72.5,,,671,95.9,0.4993,0.4994,12,2.0
tc<=3,sbias>=0.2+tc<=5,1,0,4,3,4,near<=0.32|range<=1.14|dist>=0.21|htfsize<=48,opp<=0.87|body<=0.64|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,0.5068,73.3,,,678,96.9,0.4985,0.4972,12,1.994
tc<=3,sbias>=0.2+opp<=0.87,1,2,4,3,4,near<=0.32|range<=1.14|dist>=0.21|htfsize<=48,body<=0.64|tc<=5|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,0.5123,69.5,,,652,93.2,0.4985,0.4971,12,1.994
tc<=3,sbias>=0.2+opp<=0.87,0,2,4,3,4,near<=0.32|range<=1.14|dist>=0.21|htfsize<=48,body<=0.64|tc<=5|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,0.5091,70.8,,,665,95.1,0.4977,0.4949,12,1.988
tc<=3,sbias>=0.2,2,2,4,4,4,near<=0.32|range<=1.14|dist>=0.21|htfsize<=48,opp<=0.87|body<=0.64|tc<=5|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,,,,,637,91.1,0.4976,0.4947,10,1.988
tc<=3+dist>=0.21,sbias>=0.2+tc<=5,0,0,3,3,4,near<=0.32|range<=1.14|htfsize<=48,opp<=0.87|body<=0.64|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,,,,,569,81.3,0.4974,0.5029,8,2.011
tc<=3+dist>=0.21,sbias>=0.2+tc<=5,0,1,3,3,4,near<=0.32|range<=1.14|htfsize<=48,opp<=0.87|body<=0.64|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,,,,,565,80.8,0.4973,0.5029,9,2.011
tc<=3+dist>=0.21,sbias>=0.2+tc<=5,0,2,3,3,4,near<=0.32|range<=1.14|htfsize<=48,opp<=0.87|body<=0.64|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,,,,,541,77.3,0.4972,0.503,8,2.012
tc<=3+dist>=0.21,sbias>=0.2,1,0,3,4,4,near<=0.32|range<=1.14|htfsize<=48,opp<=0.87|body<=0.64|tc<=5|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,,,,,650,92.9,0.4969,0.5002,7,2.004
tc<=3+dist>=0.21,sbias>=0.2,1,1,3,4,4,near<=0.32|range<=1.14|htfsize<=48,opp<=0.87|body<=0.64|tc<=5|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,,,,,645,92.2,0.4961,0.4979,7,1.997
tc<=3+range<=1.14,sbias>=0.2+opp<=0.87,0,1,3,3,4,near<=0.32|dist>=0.21|htfsize<=48,body<=0.64|tc<=5|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,,,,,504,72.0,0.496,0.4881,9,1.969
tc<=3+dist>=0.21,sbias>=0.2,1,2,3,4,4,near<=0.32|range<=1.14|htfsize<=48,opp<=0.87|body<=0.64|tc<=5|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,,,,,611,87.3,0.4959,0.4978,7,1.997
tc<=3+range<=1.14,sbias>=0.2+opp<=0.87,0,2,3,3,4,near<=0.32|dist>=0.21|htfsize<=48,body<=0.64|tc<=5|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,,,,,484,69.2,0.4959,0.4876,9,1.967
tc<=3,sbias>=0.2,2,0,4,4,4,near<=0.32|range<=1.14|dist>=0.21|htfsize<=48,opp<=0.87|body<=0.64|tc<=5|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,0.5115,62.3,,,673,96.2,0.4948,0.486,10,1.965
tc<=3,sbias>=0.2,2,1,4,4,4,near<=0.32|range<=1.14|dist>=0.21|htfsize<=48,opp<=0.87|body<=0.64|tc<=5|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,0.5104,61.6,,,667,95.4,0.4948,0.4859,10,1.965
tc<=3,sbias>=0.2+opp<=0.87,2,2,4,3,4,near<=0.32|range<=1.14|dist>=0.21|htfsize<=48,body<=0.64|tc<=5|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,,,,,550,78.6,0.4945,0.4857,10,1.964
tc<=3+range<=1.14,sbias>=0.2+opp<=0.87,0,0,3,3,4,near<=0.32|dist>=0.21|htfsize<=48,body<=0.64|tc<=5|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,,,,,508,72.6,0.4941,0.4823,9,1.953
tc<=3,sbias>=0.2+tc<=5,0,2,4,3,4,near<=0.32|range<=1.14|dist>=0.21|htfsize<=48,opp<=0.87|body<=0.64|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,0.5091,70.8,,,670,95.8,0.494,0.4912,12,1.98
tc<=3,sbias>=0.2,1,2,4,4,4,near<=0.32|range<=1.14|dist>=0.21|htfsize<=48,opp<=0.87|body<=0.64|tc<=5|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,0.5123,69.5,,,758,108.4,0.4934,0.4883,12,1.971
tc<=3+range<=1.14,sbias>=0.2+tc<=5,0,1,3,3,4,near<=0.32|dist>=0.21|htfsize<=48,opp<=0.87|body<=0.64|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,,,,,513,73.3,0.4932,0.4893,9,1.973
tc<=3,sbias>=0.2+opp<=0.87,2,0,4,3,4,near<=0.32|range<=1.14|dist>=0.21|htfsize<=48,body<=0.64|tc<=5|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,0.5115,62.3,,,576,82.3,0.4931,0.4811,10,1.952
tc<=3+range<=1.14,sbias>=0.2+opp<=0.87,1,1,3,3,4,near<=0.32|dist>=0.21|htfsize<=48,body<=0.64|tc<=5|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,,,,,489,69.9,0.4928,0.4785,9,1.944
tc<=3,sbias>=0.2+opp<=0.87,1,0,4,3,4,near<=0.32|range<=1.14|dist>=0.21|htfsize<=48,body<=0.64|tc<=5|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,0.5068,73.3,,,686,98.1,0.4927,0.4797,12,1.948
tc<=3,sbias>=0.2+opp<=0.87,1,1,4,3,4,near<=0.32|range<=1.14|dist>=0.21|htfsize<=48,body<=0.64|tc<=5|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,0.5069,72.5,,,680,97.2,0.4926,0.4796,12,1.948
tc<=3+range<=1.14,sbias>=0.2+opp<=0.87,1,2,3,3,4,near<=0.32|dist>=0.21|htfsize<=48,body<=0.64|tc<=5|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,,,,,473,67.6,0.4926,0.4778,9,1.942
tc<=3,sbias>=0.2+opp<=0.87,0,0,4,3,4,near<=0.32|range<=1.14|dist>=0.21|htfsize<=48,body<=0.64|tc<=5|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,0.5029,74.8,,,701,100.2,0.4922,0.478,12,1.944
tc<=3,sbias>=0.2+opp<=0.87,0,1,4,3,4,near<=0.32|range<=1.14|dist>=0.21|htfsize<=48,body<=0.64|tc<=5|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,0.5029,73.9,,,695,99.4,0.4921,0.4779,12,1.943
tc<=3,sbias>=0.2+opp<=0.87,2,1,4,3,4,near<=0.32|range<=1.14|dist>=0.21|htfsize<=48,body<=0.64|tc<=5|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,0.5104,61.6,,,571,81.6,0.4921,0.4783,10,1.945
tc<=3+range<=1.14,sbias>=0.2+opp<=0.87,1,0,3,3,4,near<=0.32|dist>=0.21|htfsize<=48,body<=0.64|tc<=5|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,,,,,492,70.3,0.4919,0.4756,9,1.936
tc<=3+dist>=0.21,sbias>=0.2,0,0,3,4,4,near<=0.32|range<=1.14|htfsize<=48,opp<=0.87|body<=0.64|tc<=5|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,,,,,692,98.9,0.4913,0.4829,8,1.957
tc<=3+dist>=0.21,sbias>=0.2,0,2,3,4,4,near<=0.32|range<=1.14|htfsize<=48,opp<=0.87|body<=0.64|tc<=5|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,,,,,650,92.9,0.4908,0.4817,8,1.955
tc<=3+range<=1.14,sbias>=0.2+tc<=5,0,2,3,3,4,near<=0.32|dist>=0.21|htfsize<=48,opp<=0.87|body<=0.64|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,,,,,489,69.9,0.4908,0.4827,9,1.956
tc<=3+dist>=0.21,sbias>=0.2,0,1,3,4,4,near<=0.32|range<=1.14|htfsize<=48,opp<=0.87|body<=0.64|tc<=5|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,,,,,687,98.2,0.4905,0.4805,8,1.951
tc<=3+range<=1.14,sbias>=0.2+tc<=5,0,0,3,3,4,near<=0.32|dist>=0.21|htfsize<=48,opp<=0.87|body<=0.64|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,,,,,518,74.1,0.4903,0.4807,9,1.95
tc<=3,sbias>=0.2,1,0,4,4,4,near<=0.32|range<=1.14|dist>=0.21|htfsize<=48,opp<=0.87|body<=0.64|tc<=5|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,0.5068,73.3,,,810,115.8,0.4901,0.4779,12,1.944
tc<=3,sbias>=0.2+tc<=5,0,1,4,3,4,near<=0.32|range<=1.14|dist>=0.21|htfsize<=48,opp<=0.87|body<=0.64|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,0.5029,73.9,,,704,100.6,0.4901,0.4789,12,1.947
tc<=3,sbias>=0.2,1,1,4,4,4,near<=0.32|range<=1.14|dist>=0.21|htfsize<=48,opp<=0.87|body<=0.64|tc<=5|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,0.5069,72.5,,,802,114.6,0.49,0.4777,12,1.944
tc<=3,sbias>=0.2+tc<=5,0,0,4,3,4,near<=0.32|range<=1.14|dist>=0.21|htfsize<=48,opp<=0.87|body<=0.64|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,0.5029,74.8,,,711,101.6,0.4895,0.477,12,1.942
tc<=3+range<=1.14,sbias>=0.2,1,1,3,4,4,near<=0.32|dist>=0.21|htfsize<=48,opp<=0.87|body<=0.64|tc<=5|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,,,,,611,87.3,0.4894,0.4763,9,1.939
tc<=3,sbias>=0.2,0,2,4,4,4,near<=0.32|range<=1.14|dist>=0.21|htfsize<=48,opp<=0.87|body<=0.64|tc<=5|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,0.5091,70.8,,,779,111.4,0.4891,0.4751,12,1.937
tc<=3+range<=1.14,sbias>=0.2,1,0,3,4,4,near<=0.32|dist>=0.21|htfsize<=48,opp<=0.87|body<=0.64|tc<=5|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,,,,,616,88.1,0.4886,0.4741,9,1.933
tc<=3+range<=1.14,sbias>=0.2,1,2,3,4,4,near<=0.32|dist>=0.21|htfsize<=48,opp<=0.87|body<=0.64|tc<=5|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,,,,,579,82.8,0.487,0.4698,9,1.922
tc<=3+range<=1.14,sbias>=0.2,0,1,3,4,4,near<=0.32|dist>=0.21|htfsize<=48,opp<=0.87|body<=0.64|tc<=5|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,,,,,635,90.8,0.4866,0.4678,9,1.917
tc<=3,sbias>=0.2,0,0,4,4,4,near<=0.32|range<=1.14|dist>=0.21|htfsize<=48,opp<=0.87|body<=0.64|tc<=5|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,0.5029,74.8,,,834,119.2,0.4856,0.4642,12,1.909
tc<=3,sbias>=0.2,0,1,4,4,4,near<=0.32|range<=1.14|dist>=0.21|htfsize<=48,opp<=0.87|body<=0.64|tc<=5|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,0.5029,73.9,,,826,118.1,0.4855,0.4638,12,1.908
tc<=3+range<=1.14,sbias>=0.2,0,0,3,4,4,near<=0.32|dist>=0.21|htfsize<=48,opp<=0.87|body<=0.64|tc<=5|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,,,,,641,91.6,0.4852,0.4634,9,1.906
