seed,sl_model,rr_multiple,sym_filter,window,n_feature_gates,gates,n_trades,trades_per_year,win_pct,sl_pct,timeout_pct,expectancy_r,max_losing_streak,profit_factor
SIG_CANDLE,SL_SIGNAL_CANDLE,2.0,jpy_pairs,london_ny,0,sym:jpy_pairs & win:london_ny,3285,469.6,0.3434,0.6454,0.0113,0.0504,25,1.078
SIG_CANDLE,SL_SIGNAL_CANDLE,2.0,high_vol,h02-05(4h),0,sym:high_vol & win:h02-05(4h),883,126.2,0.3431,0.6523,0.0045,0.037,14,1.057
SIG_CANDLE,SL_SIGNAL_CANDLE,2.0,chf_pairs,h10-13(4h),0,sym:chf_pairs & win:h10-13(4h),863,123.4,0.343,0.6454,0.0116,0.048,15,1.074
ATR1_H8,SL_ATR_1_0,2.0,nzd_bloc,h14-17(4h),0,sym:nzd_bloc & win:h14-17(4h),892,127.5,0.343,0.657,0.0,0.0291,13,1.044
SIG_CANDLE,SL_SIGNAL_CANDLE,2.0,nzd_bloc,h08-10(3h),0,sym:nzd_bloc & win:h08-10(3h),735,105.1,0.3429,0.6531,0.0041,0.0374,16,1.057
ATR1_H8,SL_ATR_1_0,2.0,high_vol,h14-16(3h),0,sym:high_vol & win:h14-16(3h),744,106.4,0.3427,0.6573,0.0,0.0282,21,1.043
ATR1_H8,SL_ATR_1_0,2.0,aud_bloc,h13-15(3h),0,sym:aud_bloc & win:h13-15(3h),759,108.5,0.3426,0.6574,0.0,0.0277,14,1.042
ATR1_H8,SL_ATR_1_0,2.0,high_vol,h11-13(3h),0,sym:high_vol & win:h11-13(3h),791,113.1,0.3426,0.6561,0.0013,0.0289,11,1.044
ATR1_H8,SL_ATR_1_0,2.0,eur_pairs,h01-03(3h),0,sym:eur_pairs & win:h01-03(3h),710,101.5,0.3423,0.6577,0.0,0.0268,12,1.041
ATR1_H8,SL_ATR_1_0,2.0,usd_majors,h13-15(3h),0,sym:usd_majors & win:h13-15(3h),891,127.4,0.3423,0.6577,0.0,0.0269,12,1.041
SIG_CANDLE,SL_SIGNAL_CANDLE,2.0,usd_majors,h13-15(3h),0,sym:usd_majors & win:h13-15(3h),891,127.4,0.3423,0.6341,0.0236,0.0584,12,1.092
AOI_FAR,SL_AOI_FAR,2.0,eur_pairs,off_hours,0,sym:eur_pairs & win:off_hours,2278,325.7,0.342,0.6374,0.0206,0.0604,23,1.095
AOI_FAR,SL_AOI_FAR,2.0,eur_pairs,h02-05(4h),0,sym:eur_pairs & win:h02-05(4h),834,119.2,0.3417,0.6391,0.0192,0.0564,15,1.088
ATR1_H8,SL_ATR_1_0,2.0,jpy_pairs,asia,1,break_close_location<=0.921 & sym:jpy_pairs & win:asia,1180,168.7,0.3415,0.6585,0.0,0.0246,15,1.037
SIG_CANDLE,SL_SIGNAL_CANDLE,2.0,eur_pairs,h00-02(3h),0,sym:eur_pairs & win:h00-02(3h),776,110.9,0.3415,0.6521,0.0064,0.0343,14,1.053
ATR1_H8,SL_ATR_1_0,2.0,aud_bloc,h12-14(3h),0,sym:aud_bloc & win:h12-14(3h),765,109.4,0.3412,0.6588,0.0,0.0235,14,1.036
ATR1_H8,SL_ATR_1_0,2.0,jpy_pairs,h08-11(4h),1,break_close_location<=0.921 & sym:jpy_pairs & win:h08-11(4h),818,116.9,0.3411,0.6589,0.0,0.0232,25,1.035
AOI_FAR,SL_AOI_FAR,2.0,jpy_pairs,ny,0,sym:jpy_pairs & win:ny,1683,240.6,0.3405,0.6067,0.0529,0.1038,15,1.17
ATR1_H8,SL_ATR_1_0,2.0,usd_majors,ny,1,break_close_location<=0.921 & sym:usd_majors & win:ny,1122,160.4,0.3405,0.6586,0.0009,0.0232,18,1.035
AOI_FAR,SL_AOI_FAR,2.0,jpy_pairs,h12-15(4h),0,sym:jpy_pairs & win:h12-15(4h),1219,174.3,0.3404,0.6005,0.0591,0.1112,15,1.183
ATR1_H8,SL_ATR_1_0,2.0,usd_majors,h06-09(4h),1,break_close_location<=0.921 & sym:usd_majors & win:h06-09(4h),779,111.4,0.3402,0.6598,0.0,0.0205,15,1.031
ATR1_H8,SL_ATR_1_0,2.0,usd_majors,london_ny,1,break_close_location<=0.921 & sym:usd_majors & win:london_ny,2252,321.9,0.3401,0.6594,0.0004,0.0213,22,1.032
SIG_CANDLE,SL_SIGNAL_CANDLE,2.0,ALL,h13,0,win:h13,1191,170.3,0.3401,0.6381,0.0218,0.0562,21,1.088
ATR1_H8,SL_ATR_1_0,2.0,usd_majors,h12-15(4h),1,break_close_location<=0.921 & sym:usd_majors & win:h12-15(4h),830,118.7,0.3398,0.6602,0.0,0.0193,14,1.029
ATR1_H8,SL_ATR_1_0,2.0,usd_majors,london,1,break_close_location<=0.921 & sym:usd_majors & win:london,1130,161.5,0.3398,0.6602,0.0,0.0195,15,1.029
SIG_CANDLE,SL_SIGNAL_CANDLE,2.0,jpy_pairs,h14-17(4h),0,sym:jpy_pairs & win:h14-17(4h),1095,156.5,0.3397,0.6521,0.0082,0.0346,21,1.053
ATR1_H8,SL_ATR_1_0,2.0,ALL,h02,1,break_close_location<=0.921 & win:h02,733,104.8,0.3397,0.6589,0.0014,0.0225,16,1.034
ATR1_H8,SL_ATR_1_0,2.0,high_vol,asia_ld,1,break_close_location<=0.921 & sym:high_vol & win:asia_ld,2291,327.5,0.3396,0.66,0.0004,0.0199,21,1.03
SIG_CANDLE,SL_SIGNAL_CANDLE,2.0,eur_pairs,h11-13(3h),0,sym:eur_pairs & win:h11-13(3h),869,124.2,0.3395,0.6433,0.0173,0.0477,22,1.074
ATR1_H8,SL_ATR_1_0,2.0,aud_bloc,h10-13(4h),1,break_close_location<=0.921 & sym:aud_bloc & win:h10-13(4h),713,101.9,0.3394,0.6606,0.0,0.0182,13,1.028
ATR1_H8,SL_ATR_1_0,2.0,usd_majors,h22-00(3h),0,sym:usd_majors & win:h22-00(3h),710,101.5,0.3394,0.6606,0.0,0.0183,15,1.028
SIG_CANDLE,SL_SIGNAL_CANDLE,2.0,aud_bloc,h02-05(4h),0,sym:aud_bloc & win:h02-05(4h),878,125.5,0.3394,0.6572,0.0034,0.0221,19,1.034
ATR1_H8,SL_ATR_1_0,2.0,usd_majors,h08-11(4h),1,break_close_location<=0.921 & sym:usd_majors & win:h08-11(4h),725,103.6,0.3393,0.6607,0.0,0.0179,13,1.027
ATR1_H8,SL_ATR_1_0,2.0,nzd_bloc,h00-03(4h),1,break_close_location<=0.921 & sym:nzd_bloc & win:h00-03(4h),793,113.4,0.3392,0.6608,0.0,0.0177,23,1.027
ATR1_H8,SL_ATR_1_0,2.0,eur_pairs,h22-00(3h),0,sym:eur_pairs & win:h22-00(3h),832,118.9,0.3389,0.6611,0.0,0.0168,18,1.025
ATR1_H8,SL_ATR_1_0,2.0,gbp_pairs,ny,1,break_close_location<=0.921 & sym:gbp_pairs & win:ny,1310,187.3,0.3389,0.6611,0.0,0.0168,17,1.025
ATR1_H8,SL_ATR_1_0,2.0,ALL,h04-07(4h),1,break_close_location<=0.921 & win:h04-07(4h),2707,387.0,0.3388,0.6612,0.0,0.0163,24,1.025
ATR1_H8,SL_ATR_1_0,2.0,gbp_pairs,h14-16(3h),0,sym:gbp_pairs & win:h14-16(3h),859,122.8,0.3388,0.6601,0.0012,0.0171,12,1.026
ATR1_H8,SL_ATR_1_0,2.0,eur_pairs,asia_ld,1,break_close_location<=0.921 & sym:eur_pairs & win:asia_ld,2227,318.4,0.3386,0.6614,0.0,0.0157,25,1.024
ATR1_H8,SL_ATR_1_0,2.0,usd_majors,h00-03(4h),0,sym:usd_majors & win:h00-03(4h),910,130.1,0.3385,0.6615,0.0,0.0154,13,1.023
ATR1_H8,SL_ATR_1_0,2.0,ALL,h23,1,break_close_location<=0.921 & win:h23,709,101.4,0.3385,0.6615,0.0,0.0155,14,1.023
ATR1_H8,SL_ATR_1_0,2.0,nzd_bloc,h10-13(4h),1,break_close_location<=0.921 & sym:nzd_bloc & win:h10-13(4h),730,104.4,0.3384,0.6616,0.0,0.0151,27,1.023
ATR1_H8,SL_ATR_1_0,2.0,aud_bloc,ny,1,break_close_location<=0.921 & sym:aud_bloc & win:ny,1049,150.0,0.3384,0.6616,0.0,0.0153,19,1.023
SIG_CANDLE,SL_SIGNAL_CANDLE,2.0,nzd_bloc,h08-11(4h),0,sym:nzd_bloc & win:h08-11(4h),961,137.4,0.3382,0.6566,0.0052,0.0235,15,1.036
ATR1_H8,SL_ATR_1_0,2.0,eur_pairs,h06-09(4h),1,break_close_location<=0.921 & sym:eur_pairs & win:h06-09(4h),828,118.4,0.3382,0.6618,0.0,0.0145,17,1.022
SIG_CANDLE,SL_SIGNAL_CANDLE,2.0,aud_bloc,h00-02(3h),0,sym:aud_bloc & win:h00-02(3h),808,115.5,0.3379,0.6559,0.0062,0.0214,16,1.033
ATR1_H8,SL_ATR_1_0,2.0,jpy_pairs,h10-12(3h),0,sym:jpy_pairs & win:h10-12(3h),805,115.1,0.3379,0.6609,0.0012,0.0147,13,1.022
SIG_CANDLE,SL_SIGNAL_CANDLE,2.0,aud_bloc,asia,0,sym:aud_bloc & win:asia,1427,204.0,0.3378,0.6566,0.0056,0.0201,23,1.031
SIG_CANDLE,SL_SIGNAL_CANDLE,2.0,jpy_pairs,london,0,sym:jpy_pairs & win:london,1602,229.0,0.3377,0.6504,0.0119,0.0328,16,1.05
ATR1_H8,SL_ATR_1_0,2.0,ALL,h08-11(4h),1,break_close_location<=0.921 & win:h08-11(4h),2995,428.2,0.3376,0.6624,0.0,0.0127,17,1.019
SIG_CANDLE,SL_SIGNAL_CANDLE,2.0,jpy_pairs,h08-10(3h),0,sym:jpy_pairs & win:h08-10(3h),797,113.9,0.3375,0.6487,0.0138,0.0346,13,1.053
ATR1_H8,SL_ATR_1_0,2.0,ALL,h12,1,break_close_location<=0.921 & win:h12,750,107.2,0.3373,0.66,0.0027,0.015,12,1.023
SIG_CANDLE,SL_SIGNAL_CANDLE,2.0,high_vol,h12-14(3h),0,sym:high_vol & win:h12-14(3h),863,123.4,0.3372,0.6385,0.0243,0.0499,12,1.078
ATR1_H8,SL_ATR_1_0,2.0,gbp_pairs,h14-17(4h),1,break_close_location<=0.921 & sym:gbp_pairs & win:h14-17(4h),863,123.4,0.3372,0.6628,0.0,0.0116,13,1.017
ATR1_H8,SL_ATR_1_0,2.0,aud_bloc,h11-13(3h),0,sym:aud_bloc & win:h11-13(3h),700,100.1,0.3371,0.6629,0.0,0.0114,12,1.017
SIG_CANDLE,SL_SIGNAL_CANDLE,2.0,ALL,h02,0,win:h02,961,137.4,0.3371,0.6587,0.0042,0.017,17,1.026
ATR1_H8,SL_ATR_1_0,2.0,ALL,h14-16(3h),1,break_close_location<=0.921 & win:h14-16(3h),2310,330.2,0.3368,0.6632,0.0,0.0104,18,1.016
ATR1_H8,SL_ATR_1_0,2.0,usd_majors,h14-16(3h),0,sym:usd_majors & win:h14-16(3h),775,110.8,0.3368,0.6632,0.0,0.0103,18,1.016
ATR1_H8,SL_ATR_1_0,2.0,gbp_pairs,off_hours,1,break_close_location<=0.921 & sym:gbp_pairs & win:off_hours,1633,233.4,0.3368,0.6626,0.0006,0.0119,21,1.018
ATR1_H8,SL_ATR_1_0,2.0,ALL,h01-03(3h),1,break_close_location<=0.921 & win:h01-03(3h),2157,308.4,0.3366,0.663,0.0005,0.0109,20,1.016
SIG_CANDLE,SL_SIGNAL_CANDLE,2.0,jpy_pairs,h10-12(3h),0,sym:jpy_pairs & win:h10-12(3h),805,115.1,0.3366,0.6509,0.0124,0.0348,13,1.053
ATR1_H8,SL_ATR_1_0,2.0,nzd_bloc,h09-11(3h),0,sym:nzd_bloc & win:h09-11(3h),734,104.9,0.3365,0.6635,0.0,0.0095,13,1.014
ATR1_H8,SL_ATR_1_0,2.0,high_vol,h14-17(4h),1,break_close_location<=0.921 & sym:high_vol & win:h14-17(4h),740,105.8,0.3365,0.6635,0.0,0.0095,17,1.014
ATR1_H8,SL_ATR_1_0,2.0,ALL,london,1,break_close_location<=0.921 & win:london,4606,658.5,0.3365,0.6635,0.0,0.0096,19,1.014
ATR1_H8,SL_ATR_1_0,2.0,usd_majors,h11-13(3h),0,sym:usd_majors & win:h11-13(3h),776,110.9,0.3363,0.6637,0.0,0.009,13,1.014
ATR1_H8,SL_ATR_1_0,2.0,ALL,london_ny,1,break_close_location<=0.921 & win:london_ny,9248,1322.0,0.3363,0.6633,0.0004,0.0095,20,1.014
SIG_CANDLE,SL_SIGNAL_CANDLE,2.0,aud_bloc,h00-03(4h),0,sym:aud_bloc & win:h00-03(4h),1014,145.0,0.3363,0.6568,0.0069,0.0173,22,1.026
ATR1_H8,SL_ATR_1_0,2.0,nzd_bloc,ny,0,sym:nzd_bloc & win:ny,1410,201.6,0.3362,0.6638,0.0,0.0085,16,1.013
AOI_FAR,SL_AOI_FAR,2.0,high_vol,h23-01(3h),0,sym:high_vol & win:h23-01(3h),815,116.5,0.3362,0.6393,0.0245,0.0491,19,1.077
ATR1_H8,SL_ATR_1_0,2.0,aud_bloc,h06-08(3h),0,sym:aud_bloc & win:h06-08(3h),711,101.6,0.3361,0.6639,0.0,0.0084,12,1.013
ATR1_H8,SL_ATR_1_0,2.0,ALL,ny,1,break_close_location<=0.921 & win:ny,4642,663.6,0.3361,0.6631,0.0009,0.0095,19,1.014
SIG_CANDLE,SL_SIGNAL_CANDLE,2.0,jpy_pairs,asia_ld,0,sym:jpy_pairs & win:asia_ld,3146,449.7,0.336,0.6554,0.0086,0.0219,17,1.033
AOI_FAR,SL_AOI_FAR,2.0,eur_pairs,h21-23(3h),0,sym:eur_pairs & win:h21-23(3h),759,108.5,0.336,0.6443,0.0198,0.0396,15,1.061
SIG_CANDLE,SL_SIGNAL_CANDLE,2.0,high_vol,h01-03(3h),0,sym:high_vol & win:h01-03(3h),747,106.8,0.336,0.6546,0.0094,0.0218,16,1.033
ATR1_H8,SL_ATR_1_0,2.0,usd_majors,h10-13(4h),1,break_close_location<=0.921 & sym:usd_majors & win:h10-13(4h),753,107.6,0.336,0.664,0.0,0.008,12,1.012
ATR1_H8,SL_ATR_1_0,2.0,nzd_bloc,h13-15(3h),0,sym:nzd_bloc & win:h13-15(3h),795,113.6,0.3358,0.6642,0.0,0.0075,17,1.011
SIG_CANDLE,SL_SIGNAL_CANDLE,2.0,eur_pairs,h00-03(4h),0,sym:eur_pairs & win:h00-03(4h),977,139.7,0.3357,0.6581,0.0061,0.0171,14,1.026
AOI_FAR,SL_AOI_FAR,2.0,ALL,h03,0,win:h03,766,109.5,0.3355,0.641,0.0235,0.0439,17,1.069
ATR1_H8,SL_ATR_1_0,2.0,ALL,h04-06(3h),1,break_close_location<=0.921 & win:h04-06(3h),1878,268.5,0.3355,0.6645,0.0,0.0064,19,1.01
AOI_FAR,SL_AOI_FAR,2.0,jpy_pairs,h01-03(3h),0,sym:jpy_pairs & win:h01-03(3h),796,113.8,0.3354,0.6445,0.0201,0.0412,18,1.064
ATR1_H8,SL_ATR_1_0,2.0,ALL,asia_ld,1,break_close_location<=0.921 & win:asia_ld,8634,1234.3,0.3351,0.6648,0.0001,0.0055,25,1.008
ATR1_H8,SL_ATR_1_0,2.0,ALL,h00-02(3h),1,break_close_location<=0.921 & win:h00-02(3h),2367,338.4,0.335,0.6646,0.0004,0.0061,17,1.009
ATR1_H8,SL_ATR_1_0,2.0,gbp_pairs,h06-09(4h),1,break_close_location<=0.921 & sym:gbp_pairs & win:h06-09(4h),908,129.8,0.3348,0.6652,0.0,0.0044,18,1.007
AOI_FAR,SL_AOI_FAR,2.0,jpy_pairs,h10-13(4h),0,sym:jpy_pairs & win:h10-13(4h),1102,157.5,0.3348,0.6279,0.0372,0.0621,18,1.098
ATR1_H8,SL_ATR_1_0,2.0,eur_pairs,h21-23(3h),0,sym:eur_pairs & win:h21-23(3h),759,108.5,0.3347,0.6653,0.0,0.004,16,1.006
ATR1_H8,SL_ATR_1_0,2.0,usd_majors,asia_ld,1,break_close_location<=0.921 & sym:usd_majors & win:asia_ld,2029,290.1,0.3346,0.6654,0.0,0.0039,15,1.006
AOI_FAR,SL_AOI_FAR,2.0,high_vol,h08-11(4h),0,sym:high_vol & win:h08-11(4h),1037,148.2,0.3346,0.6336,0.0318,0.051,20,1.08
ATR1_H8,SL_ATR_1_0,2.0,ALL,h21-23(3h),1,break_close_location<=0.921 & win:h21-23(3h),2074,296.5,0.3346,0.6654,0.0,0.0039,21,1.006
ATR1_H8,SL_ATR_1_0,2.0,ALL,h06-07,1,break_close_location<=0.921 & win:h06-07,1611,230.3,0.3346,0.6654,0.0,0.0037,23,1.006
ATR1_H8,SL_ATR_1_0,2.0,ALL,h23-01(3h),1,break_close_location<=0.921 & win:h23-01(3h),2343,334.9,0.3346,0.6654,0.0,0.0038,25,1.006
SIG_CANDLE,SL_SIGNAL_CANDLE,2.0,usd_majors,h12-15(4h),0,sym:usd_majors & win:h12-15(4h),1115,159.4,0.3345,0.6368,0.0287,0.047,13,1.073
ATR1_H8,SL_ATR_1_0,2.0,usd_majors,h10-12(3h),0,sym:usd_majors & win:h10-12(3h),703,100.5,0.3343,0.6657,0.0,0.0028,11,1.004
ATR1_H8,SL_ATR_1_0,2.0,ALL,h02-04(3h),1,break_close_location<=0.921 & win:h02-04(3h),1765,252.3,0.3343,0.6652,0.0006,0.0042,19,1.006
SIG_CANDLE,SL_SIGNAL_CANDLE,2.0,high_vol,h08-10(3h),0,sym:high_vol & win:h08-10(3h),784,112.1,0.3342,0.6569,0.0089,0.0198,19,1.03
ATR1_H8,SL_ATR_1_0,2.0,ALL,h22-00(3h),1,break_close_location<=0.921 & win:h22-00(3h),2319,331.5,0.3342,0.6658,0.0,0.0026,19,1.004
SIG_CANDLE,SL_SIGNAL_CANDLE,2.0,high_vol,h12-15(4h),0,sym:high_vol & win:h12-15(4h),1098,157.0,0.3342,0.6448,0.0209,0.0359,15,1.056
SIG_CANDLE,SL_SIGNAL_CANDLE,2.0,jpy_pairs,asia,0,sym:jpy_pairs & win:asia,1544,220.7,0.3342,0.6606,0.0052,0.0106,17,1.016
ATR1_H8,SL_ATR_1_0,2.0,ALL,h09,1,break_close_location<=0.921 & win:h09,787,112.5,0.3342,0.6658,0.0,0.0025,21,1.004
AOI_FAR,SL_AOI_FAR,2.0,jpy_pairs,h14-17(4h),0,sym:jpy_pairs & win:h14-17(4h),1095,156.5,0.3342,0.611,0.0548,0.0865,13,1.14
ATR1_H8,SL_ATR_1_0,2.0,ALL,h05-07(3h),1,break_close_location<=0.921 & win:h05-07(3h),2240,320.2,0.3339,0.6661,0.0,0.0018,21,1.003
ATR1_H8,SL_ATR_1_0,2.0,nzd_bloc,h01-03(3h),0,sym:nzd_bloc & win:h01-03(3h),773,110.5,0.3338,0.6662,0.0,0.0013,19,1.002
ATR1_H8,SL_ATR_1_0,2.0,usd_majors,h08-10(3h),0,sym:usd_majors & win:h08-10(3h),734,104.9,0.3338,0.6662,0.0,0.0014,14,1.002
ATR1_H8,SL_ATR_1_0,2.0,ALL,h02-05(4h),1,break_close_location<=0.921 & win:h02-05(4h),2394,342.2,0.3338,0.6658,0.0004,0.0023,21,1.003
SIG_CANDLE,SL_SIGNAL_CANDLE,2.0,high_vol,h11-13(3h),0,sym:high_vol & win:h11-13(3h),791,113.1,0.3338,0.6511,0.0152,0.0285,13,1.044
AOI_FAR,SL_AOI_FAR,2.0,ALL,h03-04,0,win:h03-04,1423,203.4,0.3338,0.6416,0.0246,0.0379,13,1.059
SIG_CANDLE,SL_SIGNAL_CANDLE,2.0,eur_pairs,h01-03(3h),0,sym:eur_pairs & win:h01-03(3h),710,101.5,0.3338,0.6592,0.007,0.0128,12,1.019
ATR1_H8,SL_ATR_1_0,2.0,jpy_pairs,h00-02(3h),0,sym:jpy_pairs & win:h00-02(3h),866,123.8,0.3337,0.6663,0.0,0.0012,13,1.002
AOI_FAR,SL_AOI_FAR,2.0,jpy_pairs,h02-05(4h),0,sym:jpy_pairs & win:h02-05(4h),941,134.5,0.3337,0.6482,0.0181,0.0305,15,1.047
ATR1_H8,SL_ATR_1_0,2.0,gbp_pairs,asia,1,break_close_location<=0.921 & sym:gbp_pairs & win:asia,1016,145.2,0.3337,0.6654,0.001,0.0034,16,1.005
ATR1_H8,SL_ATR_1_0,2.0,nzd_bloc,h00-02(3h),0,sym:nzd_bloc & win:h00-02(3h),815,116.5,0.3337,0.6663,0.0,0.0012,16,1.002
ATR1_H8,SL_ATR_1_0,2.0,eur_pairs,ny,1,break_close_location<=0.921 & sym:eur_pairs & win:ny,1220,174.4,0.3336,0.6648,0.0016,0.0027,16,1.004
ATR1_H8,SL_ATR_1_0,2.0,ALL,h11-13(3h),1,break_close_location<=0.921 & win:h11-13(3h),2377,339.8,0.3336,0.6651,0.0013,0.0026,15,1.004
ATR1_H8,SL_ATR_1_0,2.0,ALL,asia,1,break_close_location<=0.921 & win:asia,4028,575.8,0.3334,0.6663,0.0002,0.0009,24,1.001
SIG_CANDLE,SL_SIGNAL_CANDLE,2.0,nzd_bloc,h06-09(4h),0,sym:nzd_bloc & win:h06-09(4h),966,138.1,0.3333,0.6594,0.0072,0.0116,17,1.018
AOI_FAR,SL_AOI_FAR,2.0,high_vol,h01-03(3h),0,sym:high_vol & win:h01-03(3h),747,106.8,0.3333,0.6399,0.0268,0.0423,17,1.066
AOI_FAR,SL_AOI_FAR,2.0,jpy_pairs,h07-09(3h),0,sym:jpy_pairs & win:h07-09(3h),828,118.4,0.3333,0.6256,0.0411,0.0506,19,1.08
ATR1_H8,SL_ATR_1_0,2.0,high_vol,h01-03(3h),0,sym:high_vol & win:h01-03(3h),747,106.8,0.3333,0.6653,0.0013,0.0033,17,1.005
AOI_FAR,SL_AOI_FAR,2.0,jpy_pairs,h13-15(3h),0,sym:jpy_pairs & win:h13-15(3h),928,132.7,0.333,0.6045,0.0625,0.0901,13,1.147
